"","Column1","Dnum","Country","State","County","Age","Formation","Stage","Age_Date","AmmoniteZone","LocDescr","Resume_of_Fauna","IndexFossil","Collector","Date","EandR","Map","USGS7.5","Lat_Pub","Long_Pub","Reference","Comments","last_modified","Orig_Resume_Fauna","FieldNum","FormationNew","species"
"10192",1085,5060,"USA","UT","Kane","Cretaceous","Wahweap formation, about 50 feet above base.","",NA,"","SW¼ sec. 18, T.40S., R. 4E. ","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Horn, Peterson, and Horton G. A. Izett","1965","CD-65-13D","","",37.32964,-111.51988,"","","02/18/2014","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Wahweap","Campeloma sp."
"10193",1085,5060,"USA","UT","Kane","Cretaceous","Wahweap formation, about 50 feet above base.","",NA,"","SW¼ sec. 18, T.40S., R. 4E. ","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Horn, Peterson, and Horton G. A. Izett","1965","CD-65-13D","","",37.32964,-111.51988,"","","02/18/2014","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Wahweap","Physa sp."
"1020",1086,14077,"Canada","Alberta, Canada","","Cretaceous","Wapiabi Formation","Campanian",NA,"","Allison Creek near Coleman Alberta","Volviceramus umbonutus","","Sohl and Cobban","01/07/1960","0","","",49.64377,-114.58258,"","","02/18/2014","Volviceramus umbonutus","","Wapiabi","Volviceramus umbonutus"
"10211",984,9139,"USA","MT","Phillips","Cretaceous ","Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale","",NA,"","NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Merewether and Cobban ","7/14/1974","OER-74-17D","Fairport","Hays SE",47.8479,-108.5799,"Bull 1962","","02/18/2014","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Warm Creek","Metoicoceras sp"
"10212",984,9139,"USA","MT","Phillips","Cretaceous ","Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale","",NA,"","NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Merewether and Cobban ","7/14/1974","OER-74-17D","Fairport","Hays SE",47.8479,-108.5799,"Bull 1962","","02/18/2014","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Warm Creek","Ostrea bentonensis Logan"
"10213",984,9139,"USA","MT","Phillips","Cretaceous ","Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale","",NA,"","NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Merewether and Cobban ","7/14/1974","OER-74-17D","Fairport","Hays SE",47.8479,-108.5799,"Bull 1962","","02/18/2014","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Warm Creek","Lopha sp"
"10214",984,9139,"USA","MT","Phillips","Cretaceous ","Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale","",NA,"","NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Merewether and Cobban ","7/14/1974","OER-74-17D","Fairport","Hays SE",47.8479,-108.5799,"Bull 1962","","02/18/2014","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Warm Creek","Bit of an ammonite"
"10215",984,9139,"USA","MT","Phillips","Cretaceous ","Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale","",NA,"","NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Merewether and Cobban ","7/14/1974","OER-74-17D","Fairport","Hays SE",47.8479,-108.5799,"Bull 1962","","02/18/2014","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Warm Creek","Inoceramus  labiatus"
"10216",984,9139,"USA","MT","Phillips","Cretaceous ","Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale","",NA,"","NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Merewether and Cobban ","7/14/1974","OER-74-17D","Fairport","Hays SE",47.8479,-108.5799,"Bull 1962","","02/18/2014","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax","","Warm Creek","Actinocamax"
"1022",1087,10168,"USA","MT","Phillips","Cretaceous","Warm Creek Shale","",NA,"","East side of highway in SW1/4SW1/4SW1/4 Sec 4 T25N R26E","Actinocamax manitobensis","","W.A. Cobban","6/25/1977","0","","Bear Mountain",47.9457,-108.3898,"","","02/18/2014","","","Warm Creek","Actinocamax manitobensis"
"1023",341,10858,"USA","CO ","La Plata","Cretaceous ","Float from Point Lookout sandstone","",NA,"","Orig. No. 77-SF-21. Roadcut north of C NE1/4 SE1/4 sec. 29, T. 35 N., R. 9 W.","membraniporoid bryozoan","","Juanita Scott.","5/22/1977","0","Durango East","",37.26816,-107.8694,"","","02/18/2014","membraniporoid bryozoan","","Point Lookout","membraniporoid bryozoan"
"1024",342,7114,"USA","UT","Uintah","Cretaceous","Float near base of Route 40 Vernal section.","Campanian, Lower about 80.5 MY",NA,"","NW1/4 NW1/4 sec. 10, T 22 N, R 87 W","Baculites sp. (weak flank ribs)","","J. G. Gill ","10/12/1969","OF-69-13D","Vernal NE ","",41.89756,-107.22348,"","","02/18/2014","Baculites sp. (weak flank ribs)","MMF-69-325","","Baculites sp. "
"1025",343,7214,"USA","UT","Uintah","Cretaceous","Float near base of Route 40 Vernal section.","Campanian, Lower about 80.5 MY",NA,"","Near Route 40 in center of the NE1/4 sec. 32, T. 4 S., R 21 E.","Baculites sp. (weak flank ribs)","","J. G. Gill ","10/12/1969","OF-69-18D","Vernal NE","",40.42955,-109.58009,"","","02/18/2014","Baculites sp. (weak flank ribs)","","","Baculites sp. "
"1026",345,2418,"USA","CO","Moffat","Upper Cretaceous","From 1,065 feet below base of Ilesformation.","Campanian, Lower about 81.7 MY",NA,"","SW1/4 sec. 7, T. 10 N., R. 100 W.","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","Scaphites hippocrepis","J. H. Smith","1959","0","","",40.8377,-108.6809,"PP 619","","02/18/2014","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","","Iles","Inoceramus balticus Bohm"
"10261",345,2418,"USA","CO","Moffat","Upper Cretaceous","From 1,065 feet below base of Ilesformation.","Campanian, Lower about 81.7 MY",NA,"","SW1/4 sec. 7, T. 10 N., R. 100 W.","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","Scaphites hippocrepis","J. H. Smith","1959","0","","",40.8377,-108.6809,"PP 619","","02/18/2014","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","","Iles","Baculites aquilaensis Reeside"
"10262",345,2418,"USA","CO","Moffat","Upper Cretaceous","From 1,065 feet below base of Ilesformation.","Campanian, Lower about 81.7 MY",NA,"","SW1/4 sec. 7, T. 10 N., R. 100 W.","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","Scaphites hippocrepis","J. H. Smith","1959","0","","",40.8377,-108.6809,"PP 619","","02/18/2014","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","","Iles","Glyptoxoceras rubeyi Reeside"
"10263",345,2418,"USA","CO","Moffat","Upper Cretaceous","From 1,065 feet below base of Ilesformation.","Campanian, Lower about 81.7 MY",NA,"","SW1/4 sec. 7, T. 10 N., R. 100 W.","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","Scaphites hippocrepis","J. H. Smith","1959","0","","",40.8377,-108.6809,"PP 619","","02/18/2014","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","","Iles","Glyptoxoceras novimexicanus "
"10264",345,2418,"USA","CO","Moffat","Upper Cretaceous","From 1,065 feet below base of Ilesformation.","Campanian, Lower about 81.7 MY",NA,"","SW1/4 sec. 7, T. 10 N., R. 100 W.","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","Scaphites hippocrepis","J. H. Smith","1959","0","","",40.8377,-108.6809,"PP 619","","02/18/2014","Inoceramus balticus Bohm, Baculites aquilaensis Reeside, Glyptoxoceras rubeyi Reeside, Glyptoxoceras novimexicanus (Reeside), Scaphies hippocrepis (DeKay)","","Iles","Scaphies hippocrepis "
"1027",346,6377,"USA","WY","Carbon","Cretaceous","From 1,340 ft below the Allen Ridge Formation .","Campanian, Lower about 80.5 MY",NA,"","NW¼NE¼SE¼ sec.26 , T. 15N . , R. 89 W ","Baculites sp . (weak flank ribs )","","James R . Gill","8/27/1967","OF-67-7D","Tullis ","",41.24235,-107.36698,"","","02/18/2014","Baculites sp . (weak flank ribs )","","Allen Ridge","Baculites sp . "
"1028",347,6375,"USA","WY","Carbon","Cretaceous","From 1,470 ft below the Allen Ridge Formation.","Campanian, Lower about 80.5 MY",NA,"","SE¼NE¼SE¼ sec. 26, T. 15 N., R. 89 W","Inoceramus sp., Baculites sp.(Weak flank ribs)","","James R. Gill","8/27/1967","OF-67-7D","Tullis","",41.24078,-107.36436,"MF-1548","","02/18/2014","Inoceramus sp., Baculites sp.(Weak flank ribs)","","Allen Ridge","Inoceramus sp."
"10281",347,6375,"USA","WY","Carbon","Cretaceous","From 1,470 ft below the Allen Ridge Formation.","Campanian, Lower about 80.5 MY",NA,"","SE¼NE¼SE¼ sec. 26, T. 15 N., R. 89 W","Inoceramus sp., Baculites sp.(Weak flank ribs)","","James R. Gill","8/27/1967","OF-67-7D","Tullis","",41.24078,-107.36436,"MF-1548","","02/18/2014","Inoceramus sp., Baculites sp.(Weak flank ribs)","","Allen Ridge","Baculites sp."
"1029",348,6376,"USA","WY","Carbon","Cretaceous","From 1,540 ft below the Allen Ridge Formation .","Campanian",NA,"","SE¼NE¼SE¼ sec. 26, T. 15 N., R. 89 W","Baculites sp .","","James R . Gill","8/29/1967","OF-67-7D","Tullis","",41.24078,-107.36436,"MF-1548","","02/18/2014","Baculites sp .","","Allen Ridge","Baculites sp ."
"1030",349,7234,"USA","UT","Uintah","Cretaceous","From 100' below D7215","",NA,"","NW1/4NW1/4 sec. 32, T. 4 S., R 21 E.","Cardium kayi Tolmachoff","","Gill","1969","OF-69-18D","Vernal NE ","",40.43182,-109.59266,"","","02/18/2014","Cardium kayi Tolmachoff","","","Cardium kayi Tolmachoff"
"10311",352,6360,"USA","WY","Carbon","Cretaceous","From 145 ft above base of Deep Creek Sandstone.","Campanian",NA,"","Center of sec.17, T. 19 N., R. 88 W","Ethmocardium ursaniense Landes","","James R. Gill","8/17/1967","OF-67-7D","","",41.62077,-107.33366,"PP 667","","02/18/2014","Ethmocardium ursaniense Landes","","Deep Creek","Ethmocardium ursaniense Landes"
"10321",355,6821,"USA","NM ","Sierra","Cretaceous","From 3 ft above D6820.","",NA,"","Durham Ranch section, about SW1/4 NE1/4 sec. 30, T. 14 S., R. 3 W.","Corbula sp.","","Landis & Cobban","10/01/1968","OF-68-5D","Engle","",33.06405,-107.18725,"","Brackish-water (Cobban, W. A., 2/20/1969).","02/18/2014","Corbula sp.","L68-57D","","Corbula sp."
"1033",356,6820,"USA","NM ","Sierra","Cretaceous","From 38 ft above D6819.","",NA,"","Durham Ranch section, about SW1/4 NE1/4 sec. 30, T. 14 S., R. 3 W.","Crassostrea soleniscus (Meek).","","Landis & Cobban","10/01/1968","OF-68-5D","Engle","",33.06405,-107.18725,"","","02/18/2014","Crassostrea soleniscus (Meek)","L68-57C","","Crassostrea soleniscus ."
"1034",357,6399,"USA","UT","Daggett","Cretaceous","From 75 ft below Brooks Sandstone","Campanian, Lower about 80.5 MY",NA,"","NE¼NW¼NW¼ sec.16 , T. 3N . , R. 24 E .","Baculites sp .(weak flank ribs )","","Gill & Bergman","05/09/1967","OF-67-7D","","",41.001,-109.21793,"","","02/18/2014","Baculites sp .(weak flank ribs )","","Brooks","Baculites sp ."
"1035",358,6299,"USA","WY","Carbon","Cretaceous","From a few feet above D6298.","Campanian, Middle  80.04 MY",NA,"","NE¼SW¼SE¼ sec. 35, T.21 N., R. 85 W.","Astarte sp., Lucina sp.,  Baculites obtusus Meek (late form)","","Gill & Bergman","08/02/1967","OF-67-7D","Savage Ranch ","",41.74279,-106.95089,"","","02/18/2014","Astarte sp., Lucina sp.,  Baculites obtusus Meek (late form)","","","Astarte sp."
"10351",358,6299,"USA","WY","Carbon","Cretaceous","From a few feet above D6298.","Campanian, Middle  80.04 MY",NA,"","NE¼SW¼SE¼ sec. 35, T.21 N., R. 85 W.","Astarte sp., Lucina sp.,  Baculites obtusus Meek (late form)","","Gill & Bergman","08/02/1967","OF-67-7D","Savage Ranch ","",41.74279,-106.95089,"","","02/18/2014","Astarte sp., Lucina sp.,  Baculites obtusus Meek (late form)","","","Lucina sp."
"10352",358,6299,"USA","WY","Carbon","Cretaceous","From a few feet above D6298.","Campanian, Middle  80.04 MY",NA,"","NE¼SW¼SE¼ sec. 35, T.21 N., R. 85 W.","Astarte sp., Lucina sp.,  Baculites obtusus Meek (late form)","","Gill & Bergman","08/02/1967","OF-67-7D","Savage Ranch ","",41.74279,-106.95089,"","","02/18/2014","Astarte sp., Lucina sp.,  Baculites obtusus Meek (late form)","","","Baculites obtusus Meek "
"1036",359,6300,"USA","WY","Carbon","Cretaceous","From a few feet above D6299.","",NA,"","NE¼SW¼SE¼ sec. 35, T.21 N., R. 85 W.","Lucina sp., fish scale","","James R. Gill","08/02/1967","OF-67-7D","Savage Ranch ","",41.74279,-106.95089,"","","02/18/2014","Lucina sp., fish scale","","","Lucina sp."
"10361",359,6300,"USA","WY","Carbon","Cretaceous","From a few feet above D6299.","",NA,"","NE¼SW¼SE¼ sec. 35, T.21 N., R. 85 W.","Lucina sp., fish scale","","James R. Gill","08/02/1967","OF-67-7D","Savage Ranch ","",41.74279,-106.95089,"","","02/18/2014","Lucina sp., fish scale","","","fish scale"
"1037",371,6819,"USA","NM ","Sierra","Cretaceous","From brown - wearthering sandstone concretions  12 ft above D6818.","",NA,"","Durham Ranch section, about SW1/4 NE1/4 sec. 30, T. 14 S., R. 3 W.","Crassostrea soleniscus (Meek), Inoceramus sp., Pholadomya sp., Cymbophora utahensis (Meek).","","Landis & Cobban","10/01/1968","OF-68-5D","Engle","",33.06405,-107.18725,"","","02/18/2014","Crassostrea soleniscus (Meek)","L68-57B","","Crassostrea soleniscus "
"10371",371,6819,"USA","NM ","Sierra","Cretaceous","From brown - wearthering sandstone concretions  12 ft above D6818.","",NA,"","Durham Ranch section, about SW1/4 NE1/4 sec. 30, T. 14 S., R. 3 W.","Crassostrea soleniscus (Meek), Inoceramus sp., Pholadomya sp., Cymbophora utahensis (Meek).","","Landis & Cobban","10/01/1968","OF-68-5D","Engle","",33.06405,-107.18725,"","","02/18/2014","Crassostrea soleniscus (Meek)","L68-57B","","Inoceramus sp."
"10372",371,6819,"USA","NM ","Sierra","Cretaceous","From brown - wearthering sandstone concretions  12 ft above D6818.","",NA,"","Durham Ranch section, about SW1/4 NE1/4 sec. 30, T. 14 S., R. 3 W.","Crassostrea soleniscus (Meek), Inoceramus sp., Pholadomya sp., Cymbophora utahensis (Meek).","","Landis & Cobban","10/01/1968","OF-68-5D","Engle","",33.06405,-107.18725,"","","02/18/2014","Crassostrea soleniscus (Meek)","L68-57B","","Pholadomya sp."
"10373",371,6819,"USA","NM ","Sierra","Cretaceous","From brown - wearthering sandstone concretions  12 ft above D6818.","",NA,"","Durham Ranch section, about SW1/4 NE1/4 sec. 30, T. 14 S., R. 3 W.","Crassostrea soleniscus (Meek), Inoceramus sp., Pholadomya sp., Cymbophora utahensis (Meek).","","Landis & Cobban","10/01/1968","OF-68-5D","Engle","",33.06405,-107.18725,"","","02/18/2014","Crassostrea soleniscus (Meek)","L68-57B","","Cymbophora utahensis ."
"1038",408,1528,"USA","WY","Natrona","Cretaceous","From marine sandstone zone about 730 feet below top pf Teapot sandstone.","Campanian",NA,"","SW¼ sec. 19, T. 33N., R. 86 W. same locality as D 1257.","Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.","","J. R. Barwin","11/29/1957","","","",42.72682,-107.18502,"","","02/18/2014","Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.","","Teapot","Inoceramus subcompressus"
"10381",408,1528,"USA","WY","Natrona","Cretaceous","From marine sandstone zone about 730 feet below top pf Teapot sandstone.","Campanian",NA,"","SW¼ sec. 19, T. 33N., R. 86 W. same locality as D 1257.","Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.","","J. R. Barwin","11/29/1957","","","",42.72682,-107.18502,"","","02/18/2014","Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.","","Teapot","Ethmocarduim sp."
"10382",408,1528,"USA","WY","Natrona","Cretaceous","From marine sandstone zone about 730 feet below top pf Teapot sandstone.","Campanian",NA,"","SW¼ sec. 19, T. 33N., R. 86 W. same locality as D 1257.","Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.","","J. R. Barwin","11/29/1957","","","",42.72682,-107.18502,"","","02/18/2014","Inoceramus subcompressus, Ethmocarduim sp., Halymenites major.","","Teapot","Halymenites major."
"1039",429,1731,"USA","WY","Washakie","Cretaceous","From soft massive tan sandstone","Campanian, Middle  80.04 MY",NA,"","Northeast of Water Creek oil field, about 200 feet west of quarter corner of secs. 29 and 32, T. 44 N., R. 90 W.","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","Baculites obtusus","G. H. Horn , R. L. Rioux, H.M. McAndrews, G. Brett, W. A. Cobban","8/28/1958","","","",43.75515,-107.69588,"","","02/18/2014","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","","","Ostrea russelli"
"10391",429,1731,"USA","WY","Washakie","Cretaceous","From soft massive tan sandstone","Campanian, Middle  80.04 MY",NA,"","Northeast of Water Creek oil field, about 200 feet west of quarter corner of secs. 29 and 32, T. 44 N., R. 90 W.","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","Baculites obtusus","G. H. Horn , R. L. Rioux, H.M. McAndrews, G. Brett, W. A. Cobban","8/28/1958","","","",43.75515,-107.69588,"","","02/18/2014","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","","","Pteria nebrascana"
"10392",429,1731,"USA","WY","Washakie","Cretaceous","From soft massive tan sandstone","Campanian, Middle  80.04 MY",NA,"","Northeast of Water Creek oil field, about 200 feet west of quarter corner of secs. 29 and 32, T. 44 N., R. 90 W.","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","Baculites obtusus","G. H. Horn , R. L. Rioux, H.M. McAndrews, G. Brett, W. A. Cobban","8/28/1958","","","",43.75515,-107.69588,"","","02/18/2014","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","","","Cymella montanensis"
"10393",429,1731,"USA","WY","Washakie","Cretaceous","From soft massive tan sandstone","Campanian, Middle  80.04 MY",NA,"","Northeast of Water Creek oil field, about 200 feet west of quarter corner of secs. 29 and 32, T. 44 N., R. 90 W.","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","Baculites obtusus","G. H. Horn , R. L. Rioux, H.M. McAndrews, G. Brett, W. A. Cobban","8/28/1958","","","",43.75515,-107.69588,"","","02/18/2014","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","","","Ethmocardium sp."
"10394",429,1731,"USA","WY","Washakie","Cretaceous","From soft massive tan sandstone","Campanian, Middle  80.04 MY",NA,"","Northeast of Water Creek oil field, about 200 feet west of quarter corner of secs. 29 and 32, T. 44 N., R. 90 W.","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","Baculites obtusus","G. H. Horn , R. L. Rioux, H.M. McAndrews, G. Brett, W. A. Cobban","8/28/1958","","","",43.75515,-107.69588,"","","02/18/2014","Ostrea russelli, Pteria nebrascana, Cymella montanensis, Ethmocardium sp., Baculites obtusus","","","Baculites obtusus"
