Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum
11594,USA,NM,Colfax,Cretaceous,"Smoky Hill Shale, from sandy platy limestone beds",Campanian,,,"Roadcut in SW1/4 SW1/4 SE1/4 sec. 14, T. 29 N., R. 24 E.","Inoceramus muelleri germanicus Heinz, Inoceramus bueltenensis Seitz ",,G.R. Scott ,5/8/1981,CEG-81-13D,Tinaja Mtn. ,,36.7407,-104.3666,,,02/18/2014,"Inoceramus muelleri germanicus Heinz, Inoceramus bueltenensis Seitz ",
1706,USA,CO,El Paso,Cretaceous,Smoky Hill yellow chalk (middle) member of Niobrara fm.,,,,"SE1/4 NE1/4 sec. 5, T. 12 S., R. 67 W","I. grandis, Ostrea congesta",,G.R. Scott,1/17/1958,,Palmer Lake,Palmer Lake,39.0375,-104.9078,,,02/18/2014,"I. grandis, Ostrea congesta",
4422,USA,WY,Albany,Cretaceous,"Steel Shale, from about a 50-foot interval in middle of thick unit of sandy shale.","Campanian, Middle  80.04 MY",,,"East bank of Rook Creek in SW¼NW¼NE¼ sec. 15, T. 21 N., R. 76 W., Albany Co., yo",Baculites obtusus,,W.A Cobban,10/5/1964,,Wilx,,41.79671,-105.9251,,,02/18/2014,Baculites obtusus,
3366,USA,WY,Carbon,Cretaceous,"Steele - Mesaverde transition, 25 feet above RW - 31",Campanian,,,"SW1/4 SW1/4 NW1/4 sec. 34, T. 20 N., R. 78 W.Same locality as D3365","Baculites sp., Placenticeras sp.",,Veatch,9/6/1961,"OF-61-3D, 5D",,,41.5822,-110.66696,,,02/18/2014,"Baculites sp., Placenticeras sp.",
485,USA,WY,Natrona,Cretaceous,Steele shale,Campanian,,,"Just north of U. S. Highway 20, miles west of Powder River","Baculites haresi, Scaphites hippoceras",,W. A. Cobban,7/13/1955,0,,,43.03603,-107.02129,,,02/18/2014,"Baculites haresi, Scaphites hippoceras",
8413,USA,WY ,Carbon,Cretaceous,Steele Shale ,"Campanian, Middle  80.04 MY",,,"NW1/4 SW1/4  sec. 1, T. 17 N., R. 90 W.  ",Baculites obtusus Meek (early form),,"C. S. V. Barclay, G. P. Eager ",1972,OF-72-3D,Ketchum Buttes  ,,41.47518,-107.48718,,,02/18/2014,Baculites obtusus Meek (early form),
8909,USA,WY,Carbon,Cretaceous,Steele Shale ,"Campanian, Lower. about 80.9 MY",,,"NE1/4 SE1/4 NW1/4 sec. 8, T. 19 N., R. 79 W.","Cymbophora sp., Baculites sp. (smooth)",,E. A. Merewether ,9/4/1973,OER-73-15D,TL Ranch   ,,41.63563,-106.30043,,,02/18/2014,"Cymbophora sp., Baculites sp. (smooth)",
3204,USA,WY,Natrona,Cretaceous,Steele Shale 175 feet above Shannon SANDSTONE Member,"Campanian, Lower about 80.5 MY",,,"E1/2 sec. 10, T. 39 N., R. 79 W",Baculites sp. (weak flank ribs).,,J. G. Gill,8/10/61; 1960,0,Salt Creek,,43.36277,-106.31568,,,02/18/2014,Baculites sp. (weak flank ribs).,
3349,USA,WY,Carbon,Cretaceous,Steele Shale 200 feet below lowest sandstone of Steele - Mesaverde transition,"Campanian, Middle  80.04 MY",,," NE1/4 SE1/4 SW1/4 sec. 12, T. 19 N., R. 87 W.","Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",Baculites obtusus,A. D. Zapp,8/28/1961,"OF-61-3D, 5D",,,41.63011,-107.14325,,,02/18/2014,"Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",
3316,USA,WY,Carbon,Cretaceous,"Steele Shale, 1,335 feet above CS - 8","Campanian, Lower. about 80.9 MY",,,"SW1/4 SW1/4 NE1/4  sec. 36, T. 25 N., R. 84 W.",Baculites sp.(smooth specie)s,,A. D. Zapp,9/7/1961,"OF-61-3D, 5D",Seminoe Dam SE ,,42.09371,-106.8322,PP 667,,02/18/2014,Baculites smooth species,
3375,USA,WY,Carbon,Cretaceous,"Steele Shale, 75 - 85 feet above RW - 40","Campanian, Middle  80.04 MY",,,"N1/2 SW1/4 NE1/4 sec. 14, T. 22 N., R. 79 W.","Inoceramus sp., Baculites obtusus Meek",,A. D. Zapp,9/12/1961,"OF-61-3D, 5D",,,41.88107,-106.25565,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek",
1315,USA,WY,Natrona,Cretaceous,"Steele shale, about 100' above Shannon ss, member and 3165' below base of Teapot sandstone",Campanian,,,"SW¼NW¼SE¼ sec. 33, T. 33 N., R. 82 W.",Baculites ,,"Horn, Richardson, Cobban, Rioux, Van Sickle, McAndrews, Cserna",5/7/1957,,,,42.78241,-106.68112,,,02/18/2014,Baculites ,7
3354,USA,WY,Carbon,Cretaceous,"Steele Shale, about 400 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition","Campanian, Middle  80.04 MY",,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W. Same locality as D3351 ","Inoceramus sp., Lucina cf. I. Ventricosa Meek & Hayden, Baculites obtusus Meek",Baculites obtusus,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,"Inoceramus sp., Lucina cf. I. Ventricosa Meek & Hayden, Baculites obtusus Meek",
3353,USA,WY,Carbon,Cretaceous,"Steele Shale, about 415 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition","Campanian, Middle  80.04 MY",,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W. Same locality as D3351 ",Baculites obtusus Meek,Baculites obtusus,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,Baculites obtusus Meek,
3352,USA,WY,Carbon,Cretaceous,"Steele Shale, about 455 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition","Campanian, Middle  80.04 MY",,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W.Same locality as D3351 ","Inoceramus sp., Miltha? Sp., Lucina sp., Baculites obtusus Meek",Prionocyclus hyatti,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,"Inoceramus sp., Miltha? Sp., Lucina sp., Baculites obtusus Meek",
3351,USA,WY,Carbon,Cretaceous,"Steele Shale, about 475 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition",Campanian,,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W.","Inoceramus sp., Baculites sp.",,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,"Inoceramus sp., Baculites sp.",
8414,USA,WY ,Carbon,Cretaceous,"Steele Shale, Espy Member","Campanian, Middle  80.04 MY",,,"NW1/4 SE1/4  sec. 2, T. 17 N., R. 90 W.  ",Baculites sp. (obtusus type),,"C. S. V. Barclay, G. P. Eager ",1972,OF-72-3D,Ketchum Buttes  ,,41.47534,-107.49652,,,02/18/2014,Baculites sp. (obtusus type),
5484,USA,WY,Carbon,Cretaceous,"Steele Shale, float from below Serrate (?) sandstone",Campanian,,,"SE¼NE¼SE¼ sec. 1, T. 24 N., R. 86 W.","Ostrea sp., Baculites cf. B. aquilaensis Reeside",,E. A. Merewether,8/25/1966,OF-66-13D,Wild Horse Mountain ,,42.07772,-107.04265,,,02/18/2014,"Ostrea sp., Baculites cf. B. aquilaensis Reeside",
13226,USA,WY,Natrona,Jurassic,"Steele Shale, from ~ 50' of alkalied shale with ironstone concretions below a 2 - ft - thick bentonite bed ","Campanian, Lower. about 80.9 MY",,,"NW1/4 NW1/4 sec. 8, T. 39 N., R. 78 W.",Baculites sp (smooth),Posidonia goodrichensis,"E. A. Merewether, W. A. Cobban ",9/24/1991,0,Gillam Draw West ,,43.36915,-106.25037,,,02/18/2014,Baculites sp (smooth),
6378,USA,WY,Carbon,Cretaceous,"Steele Shale, From 1,280 ft below the Allen Ridge Formation .","Campanian, Lower about 80.5 MY",,,"NE¼NW¼SE¼ sec.26 , T. 15N . , R. 89 W ","Inoceramus sp . , Pteria sp . , Baculites sp . (weak flank ribs )",,James R . Gill,8/27/1967,OF-67-7D,Tullis,,41.24234,-107.36936,MF-1548,,02/18/2014,"Inoceramus sp . , Pteria sp . , Baculites sp . (weak flank ribs )",
4238,USA,WY,Carbon,Cretaceous,"Steele Shale, from 8 - foot bed of bentonite ","Campanian, Middle  80.04 MY",,,"One mile southwest of Allen Lake, in the NW1/4 sec. 10, T. 22 N., R. 79 W. Same locality as D4235","Inoceramus sp., Pteria sp., Baculites obtusus Meek",,J. R. Gill,9/4/1963,,,,41.89664,-106.28328,,,02/18/2014,"Inoceramus sp., Pteria sp., Baculites obtusus Meek",
5528,USA,WY,Carbon,Cretaceous,"Steele Shale, from about middle in thin slabby ironcemented sandstone","Campanian, Middle  80.04 MY",,,"SW¼NW¼SW¼ sec. 1, T. 21 N., R. 78 W.","Inoceramus sp., Baculites obtusus Meek (early form)",,"J. R. Gill , R. Fleisher",8/13/1966,OF-66-3D,,,41.81766,-106.12974,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek (early form)",
13227,USA,WY,Natrona,Cretaceous,"Steele Shale, from alkalied ironstone bearing shale between 2 ft bentonite and Shannon Sandstone ","Campanian, Lower. about 80.9 MY",,,"NW1/4 NW1/4 sec. 8, T. 39 N., R. 78 W.",Baculites sp (smooth),,"E. A. Merewether, W. A. Cobban ",9/24/1991,0,Gillam Draw West ,,43.36915,-106.25037,,,02/18/2014,Baculites sp (smooth),
4236,USA,WY,Carbon,Cretaceous,"Steele Shale, from ridge - forming glauconitic sandstone.","Campanian, Middle  80.04 MY",,,"One mile southwest of Allen Lake, NW1/4 sec. 10, T. 22 N., R. 79 W. Same locality as D4235","Inoceramus sp., Ostrea sp., Baculites obtusus Meek",,"J. R. Gill, R. E. Eurkholder, W. A. Cobban",9/4/1963,,,,41.89664,-106.28328,,,02/18/2014,"Inoceramus sp., Ostrea sp., Baculites obtusus Meek",
8908,USA,WY,Carbon,Cretaceous,"Steele Shale, from very fine grained calcareous sandstone ","Campanian, Middle  80.04 MY",,,"Near center NE1/4 NW1/4 sec. 8, T. 19 N., R. 79 W.","Pteria sp., Baculites cf. B. obtusus Meek (early form)",Cremnoceramus deformis-crassus-inconstans,E. A. Merewether ,7/22/1973,OER-73-15D,TL Ranch   ,,41.63846,-106.30151,,,02/18/2014,"Pteria sp., Baculites cf. B. obtusus Meek (early form)",
4237,USA,WY,Carbon,Cretaceous,"Steele Shale, just below 8 - foot bentonite bed","Campanian, Middle  80.04 MY",,,"One mile southwest of Allen Lake, in the NW1/4 sec. 10, T. 22 N., R. 79 W. Same locality as D4235","Inoceramus sp., Pteria sp., Baculites obtusus Meek",,"J. R. Gill, R. E. Eurkholder",9/4/1963,,,,41.89664,-106.28328,,,02/18/2014,"Inoceramus sp., Pteria sp., Baculites obtusus Meek",
3320,USA,WY,Carbon,Cretaceous,"Steele shale, O'Brian Sandstone Mbr. From sandstone 2,560 feet above CS -8","Campanian, Middle  80.04 MY",,,"S1/2 NW1/4 SE1/4  sec. 36, T. 25 N., R. 84 W.","Inoceramus sp., Baculites aff. B. obtusus Meek",,A. D. Zapp,9/8/1961,"OF-61-3D, 5D",Seminoe Dam SE ,,42.09013,-106.83342,PP 667,,02/18/2014,"Inoceramus sp., Baculites aff. B. obtusus Meek",
3321,USA,WY,Carbon,Cretaceous,"Steele Shale, O'Brian Sandstone Mbr.From sandstone 2,630 feet above CS - 8","Campanian, Middle  80.04 MY",,,"S1/2 NW1/4 SE1/4  sec. 36, T. 25 N., R. 84 W.",Baculites obtusus Meek,Baculites obtusus,A. D. Zapp,9/8/1961,"OF-61-3D, 5D",Seminoe Dam SE ,,42.09013,-106.83342,PP 667,,02/18/2014,Baculites obtusus Meek,
3350,USA,WY,Carbon,Cretaceous,"Steele Shale, same level as RW - 12","Campanian, Middle  80.04 MY",,," NE1/4 NW1/4 sec. 13, T. 19 N., R. 87 W.","Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",Baculites obtusus,A. D. Zapp,8/28/1961,"OF-61-3D, 5D",,,41.62559,-107.1443,,,02/18/2014,"Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",
5525,USA,WY,Carbon,Cretaceous,"Steele Shale, top sandstone above bentonite; about 2,200 ft above Niobrara","Campanian, Middle  80.04 MY",,,"SW¼SW¼ sec. 12, T. 21 N., R. 78 W.",Baculites obtusus Meek,,J. R. Gill,8/15/1966,OF-66-3D,,,41.80096,-106.1291,,,02/18/2014,Baculites obtusus Meek,
4337,USA,WY,Albany,Cretaceous,Steele Shale.,"Campanian, Middle  80.04 MY",,,"SW¼NW¼SE¼ sec. 19, T. 20 N., R. 73 W.",Baculites cf. B. obtusus Meek & Hayden,,H. McAndrews,1963,,,,41.69088,-105.62573,,,02/18/2014,Baculites cf. B. obtusus Meek & Hayden,
4338,USA,WY,Albany,Cretaceous,Steele Shale.,"Campanian, Middle  80.04 MY",,,"Center of SW¼ sec. 12, T. 20 N., R. 74 W",Baculites cf. B. obtusus Meek & Hayden,,H. McAndrews,1963,,,,41.71852,-105.65191,,,02/18/2014,Baculites cf. B. obtusus Meek & Hayden,
4474,USA,WY,Natrona,Upper Cretaceous,Steele Shale.,"Campanian, Lower about 81.7 MY",,,"About 2 miles west of Powder River, in a ravine ¼-mile north of U. S. Highway 20-26, approximately in SW¼ sec. 34, T. 36 N., R. 85 W.",Scaphites hippocrepis.,,W. A. Cobban,7/26/1964,,,,43.04257,-107.02153,PP 619,,02/18/2014,Scaphites hippocrepis.,
5554,USA,WY,Carbon,Upper Cretaceous,"Steele Shale. Cody Shale, 603 ft below A sandstone","Campanian, Lower about 81.7 MY",,,"NW¼NW¼SW¼ sec. 7, T. 22 N., R. 86 W.","Anisomyon sp., Baculites sp., Scaphites hippocrepis (Dekay) (late form), Haresiceras natronense Reeside",Scaphites hippocrepis,Gill and Fleisher,8/24/1966,OF-66-3D,,,41.8911,-107.1565,"PP 619, PP 667",,02/18/2014,"Anisomyon sp., Baculites sp., Scaphites hippocrepis (Dekay) (late form), Haresiceras natronense Reeside",
5547,USA,WY,Carbon,Cretaceous,"Steele Shale. Cody Shale, about 20 ft below A sandstone","Campanian, Lower. about 80.9 MY",,,"NW¼NE¼SW¼ sec. 7, T. 22 N., R. 86 W.",Baculites sp. (smooth),,Gill and Fleisher,8/21/1966,OF-66-3D,,,41.89095,-107.15183,PP 667,,02/18/2014,Baculites sp. (smooth),
13867,USA,UT,Garfield,Cretaceous ,"Straight Cliffs Formation, float from ""Blue Gate"" tongue ",Campanian,,,"Alvey Wash near C N1/2 sec. 36, T. 35 S., R. 2 E.",Baculites codyensis ,,Stonnie L. Pollock and W. A. Cobban ,6/17/1998,0,Canaan Creek   ,,37.72,-111.6285,,,02/18/2014,Baculites codyensis ,
6722,USA,UT,Emery,Cretaceous,Sunny side Member of Blackhawk Formation.,Campanian,,,"NE¼ sec.24, T.17S., R.14W","Crassostrea sp., Brachidontes sp., and corbula undifera Meek.",,John O. Maberry,5/21/1905,EG-68-4D,Woodside,,39.31998,-113.36803,,,02/18/2014,"Crassostrea sp., Brachidontes sp., and corbula undifera Meek.",
9139,USA,MT,Phillips,Cretaceous ,Tan-weathering inoceramite beds in middle of calcareous shale unit of Warm Creek Shale,,,,"NE1/4 SW1/4 sec. 7, T. 24 N., R. 25 E","Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax",,Merewether and Cobban ,7/14/1974,OER-74-17D,Fairport,Hays SE,47.8479,-108.5799,Bull 1962,,02/18/2014,"Metoicoceras sp, Ostrea bentonensis Logan, Lopha sp, Bit of an ammonite, Inoceramus (Mytiloides) labiatus, Actinocamax",
10154,USA,TX,Fannin,Cretaceous,Taylor Marlstone. [Ozan Fm.],Campanian,,,"north Sulphur River, 21.6 miles NW of center of Ladonia","Menites (Delawarella) danei, Trachyscaphites spiniger spiniger (Schluter, 1872)",,"Cobban, Burkholder, Clardy",1973 and 1975,0,,,33.4608,-95.918,"Bull 1985, AR GS Bull 1",,02/18/2014,Trachyscaphites spiniger,
13569,USA,MT,Broadwater,Cretaceous,Telegraph Creek Fm,Campanian,,,"SE1/4NW1/4 sec. 21, T. 6 N., R. 1 W.",Clioscaphites cf novimexicanus,,Tysdal,1944,0,Giant Hill  ,,46.26162,-111.73676,,,02/18/2014,Clioscaphites cf novimexicanus,
679,USA,MT,Glacier,Cretaceous,Telegraph Creek fm .or Virgelle,Campanian,,,"Below P. T .Sta. 82 ,in the SE1/4NW1/4 sec.15 ,T.32 N.,R.13 W.",Inoceramus subacompressus,,B.R.Alto,1955,,Kiowa,,48.53404,-113.28521,,,02/18/2014,Inoceramus subacompressus,
4912,USA,MT,Petroleum,Cretaceous,Telegraph Creek Fm. From gray limestone concretions.,Campanian,,,"Bank of McDonald Creek 1 mile east of Winnett, near center of east line of sec. 6, T. 14N., R. 27E.",Desmoscaphites,Desmoscaphites bassleri,W. A. Cobban,7/31/1965,,Winnett section,,47.004366,-108.337408,,,02/18/2014,Desmoscaphites,
4913,USA,MT,Petroleum,Cretaceous,Telegraph Creek Fm. From ironstone about 15' above D4912.,Campanian,,,"Bank of McDonald Creek 1 mile east of Winnett, near center of east line of sec. 6, T. 14N., R. 27E.","Baculites, crustacean ",,W. A. Cobban,7/31/1965,,Winnett section,,47.003875,-108.337453,,,02/18/2014,"Baculites, crustacean ",
696,USA,MT,Toole,Cretaceous,"Telegraph Creek foramation ,148.5 feet above .",Campanian,,,"In the S1/2SW1/4NW1/.4 sec .31,T.32 N.,R.3 W., Same locality as D691.",Haresiceras sp. ,Haresiceras,W.L.Rohrer,1955,,Cactus Flat,,48.49,-112.052,PP 454-I,,02/18/2014,Haresiceras sp. ,
2675,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,,,"About 3,500 feet west of U.S.Hwy. 287 and 4,050 feet N67W from jct. of U.S. Hwy. 287 and gravel road t°Craig. SE1/4 SE1/4 sec. 26, T. 15 N., R. 4 W",Baculites codyensis Reeside,,Robert. G. Schmidt,7/1/1960,0,Wolf Creek ,Wolf Creek,47.0224,-112.0636,,,02/18/2014,Baculites codyensis Reeside,
2676,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,,,"About 3,500 feet west of U.S.Hwy. 287 and 4,300 feet N64W from jct. of U.S. Hwy. 287 and gravel road t°Craig. SE1/4 SE1/4 sec. 26, T. 15 N., R. 4 W","Baculites codyensis Reeside, Scaphites fragments",,Robert. G. Schmidt,7/1/1960,0,Wolf Creek,Wolf Creek,47.0234,-112.0643,,,02/18/2014,"Baculites codyensis Reeside, Scaphites fragments",
2681,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,,,"Road cut along U.S.Hwy. 287 in SW1/4 NW1/4 sec. 36, T. 16 N., R. 4 W.",Baculites codyensis Reeside,,Robert. G. Schmidt,9/1/1960,0,Wolf Creek,Wolf Creek,47.1003,-112.0585,,,02/18/2014,Baculites codyensis Reeside,
3840,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek Formation,Campanian,,,"About 400 feet west of MT State Hwy. 287 in NW1/4 NW1/4 sec. 3, T. 16 N., R. 4 W.. ","Pteria (Oxytoma) sp., Lucina sp.",,R. G. Schmidt & P. Zubovic,8/1/1962,,,,47.17525,-112.1024,,,02/18/2014,"Pteria (Oxytoma) sp., Lucina sp.",
11951,USA,WY,Hot Springs,Cretaceous,Telegraph Creek Formation ,Campanian,,,"NW1/4 NW1/4 NE1/4 sec. 11, T. 7 S., R. 3 E., ","Tellina? sp., ",,R. G. Tysdal,1982,CMR-82-9D,Cameron ,,45.24501,-111.32065,,,02/18/2014,"Tellina? sp., ",
11954,USA,WY,Hot Springs,Cretaceous,Telegraph Creek Formation ,Campanian,,,"Headwaters of Mill Creek 1/2 mile west of west edge of Cedar Lake in SW1/4 sec. 7, T. 7 S., R. 2 E.,",Inoceramus subquadratus Schlueter ,,R. G. Tysdal,1982,CMR-82-9D,Cameron ,,45.23547,-111.53529,,,02/18/2014,Inoceramus subquadratus Schlueter ,
666,USA,MT,Toole,Cretaceous,"Telegraph Creek formation ,105 feet above base. ",Campanian,,NEBRASCENSIS,"P.T.Sta.26 ,in the NE1/4NE1/4sec.28,T.29N.,R.4W.","Inoceramus lobatus  Ostrea congesta,  Desmoscaphites sp.",Desmoscaphites bassleri,B.R.Alto,1955,,,Cactus Flat,48.4889,-112.0537,PP 450 D,,02/18/2014,Inoceramus lobatus  Ostrea congesta  Desmoscaphites sp.,
665,USA,MT,Toole,Cretaceous,"Telegraph Creek formation ,70 feet above base. ",Campanian,,,"P.T.Sta.14 ,in the NE1/4NE1/4sec.28,T.29N.,R.4W.",Inoceramus sp. Ostrea sp . Baculites cf .B.minerensis,,B.R.Alto,5/8/1905,,,Cactus Flat,48.4938,-112.041,,,02/18/2014,Inoceramus sp. Ostrea sp . Baculites cf .B.minerensis,
4641,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, 15 feet below Elk Basin Sandstone Member.",Campanian,,,"NW¼SE¼ sec. 21, T. 8 S., R. 24 E","Inoceramus cf. I. balticus Boehm, Inoceramus cf. I. proximus Tuomey, Ostrea sp., Baculites haresi Reeside",Scaphites hippocrepis,Gill & Givens,8/27/1964,OF-64-14D,,,45.12302,-108.78848,,,02/18/2014,"Inoceramus cf. I. balticus Boehm, Inoceramus cf. I. proximus Tuomey, Ostrea sp., Baculites haresi Reeside",
4642,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, 15 feet below Elk Basin Sandstone Member.",Campanian,,,"SW¼ sec. 27, T. 8 S., R. 24 E","Inoceramus cf. I. balticus Boehm, Baculites sp., Placenticeras planus Hyatt",,Givens,8/27/1964,OF-64-14D,,,45.10719,-108.77524,,,02/18/2014,"Inoceramus cf. I. balticus Boehm, Baculites sp., Placenticeras planus Hyatt",
5637,USA,MT,Petroleum,Cretaceous,"Telegraph Creek formation, 23 ft below top",Campanian,,,"SW¼ sec. 26, T. 15 N., R. 29 E.",Baculites aquilaensis Reeside,,Gill & Burkholder ,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,,,02/18/2014,Baculites aquilaensis Reeside,
5638,USA,MT,Petroleum,Cretaceous,"Telegraph Creek formation, 5 ft below top",Campanian,,,"SW¼ sec. 26, T. 15 N., R. 29 E.",Inoceramus (Sphenoceramus) sp. Baculites aquilaensis Reeside,,Gill & Fleisher,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,,,02/18/2014,Inoceramus (Sphenoceramus) sp. Baculites aquilaensis Reeside,
4639,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, about 20-25 feet above G64-15-4",Campanian,,,"SW¼ sec. 27, T. 8 S., R. 24 E",Baculites haresi Reeside,,Givens,8/27/1964,OF-64-14D,,,45.10719,-108.77524,,,02/18/2014,Baculites haresi Reeside,
5685,USA,MT,Chouteau,Cretaceous,"Telegraph Creek Formation, about 30ft below top.",Campanian,,,"Center of west line of SE¼ sec. 10, T. 23 N., R. 14 E.",Baculites thomi Reeside,Baculites thomi,Gill and Cobban,7/18/1966,OF-67-1D,,,47.76323,-109.91781,,,02/18/2014,Baculites thomi Reeside,
4224,USA,MT,Lewis and Clark,Cretaceous,"Telegraph Creek Formation, about 8 feet below a 1 - foot bed of bentonite.",Campanian,,,"SE1/4 SE1/4 sec. 16, T. 17 N., R. 5 W. Mont.",Baculites thomi Reeside,,J. R. Gill,7/18/1962,,,,47.22354,-112.23934,,,02/18/2014,Baculites thomi Reeside,
6037,USA,MT,Gallatin,Cretaceous,"Telegraph Creek Formation, Bearpaw Shale (upper part)",Campanian,,,"Sec. 15, T. 5 N., R. 7 E.",Clioscaphites sp.,,L.W. McGrew,1966,NR-67-13D,Sixteen NE,,46.1929,-110.83624,AMNH Bull 342,,02/18/2014,Clioscaphites sp.,
5706,USA,NM,Rio Arriba,Cretaceous,"Telegraph Creek formation, below conspicuous cliff of thin-bedded sandstone","Santonian, Upper.  83.91 MY",,,"NE¼SE¼ sec. 31, T. 2 S., R. 13 E.","Ostrea sp., Baculites sp., Desmoscaphites bassleri Reeside?",,Gill & Cobban,7/13/1966,OF-67-1D,,Llaves,36.4211,-106.8349,,,02/18/2014,"Ostrea sp., Baculites sp., Desmoscaphites bassleri Reeside?",
5634,USA,MT,Petroleum,Upper Cretaceous,"Telegraph Creek Formation, from 21-ft unit of ironstone and limestone concretions 16-37 ft above base","Campanian, Lower about 81.7 MY",,,"SW¼ sec. 26, T. 15 N., R. 29 E.","Inoceramus (Sphenoceramus) cf. I. Lingua Goldfuss, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form)",,Gill and others,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,PP 619,,02/18/2014,"Inoceramus (Sphenoceramus) cf. I. Lingua Goldfuss, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form)",
4640,USA,MT,Carbon,Cretaceous,"Telegraph Creek Formation, from 2-foot sandstone above 85-foot shale unit below Elk Basin Sandstone Member.",Campanian,,,"SW¼ sec. 27, T. 8 S., R. 24 E. Same locality as D4639","Nucula sp., Inoceramus sp., Baculites sp. Fragment of scaphite",,Givens,8/27/1964,OF-64-14D,,,45.10719,-108.77524,,,02/18/2014,"Nucula sp., Inoceramus sp., Baculites sp. Fragment of scaphite",
5635,USA,MT,Petroleum,Cretaceous,"Telegraph Creek Formation, from ferruginous concretions 67-77 ft above base",Campanian,,,"SW¼ sec. 26, T. 15 N., R. 29 E.","bryozoan (attached to baculite), Baculites aquilaensis Reeside",,Gill and others,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,,,02/18/2014,"bryozoan (attached to baculite), Baculites aquilaensis Reeside",
5633,USA,MT,Petroleum,Upper Cretaceous,"Telegraph Creek Formation, from ironstone concretions 16 ft above base","Campanian, Lower about 81.7 MY",,,"SW¼ sec. 26, T. 15 N., R. 29 E.",Scaphites hippocrepis (Dekay) (early form),Scaphites hippocrepis,"Gill, Burkholder, Fleisher, and Cobban",7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,PP 619,,02/18/2014,Scaphites hippocrepis (Dekay) (early form),
4637,USA,MT,Carbon,Upper Cretaceous,"Telegraph Creek Formation, from middle of 80-foot sandy unit 205 feet below Elk Basin Sandstone Member.","Campanian, Lower about 83.8 MY",,,"NW¼SE¼ sec. 21, T. 8 S., R. 24 E.","Astarte? Sp., crymbophora? Sp., Baculites thomi Reeside, Scaphites leei Reeside",Baculites thomi,Gill & Givens,8/28/1964,OF-64-14D,,,45.12302,-108.78848,PP 619,,02/18/2014,"Astarte? Sp., crymbophora? Sp., Baculites thomi Reeside, Scaphites leei Reeside",
5636,USA,MT,Petroleum,Upper Cretaceous,"Telegraph Creek Formation, from small gray limestone concretions 40 ft below top","Campanian, Lower about 81.7 MY",,,"SW¼ sec. 26, T. 15 N., R. 29 E.",Scaphites hippocrepis (Dekay) (early form),,Gill and others,7/26/1966,OF-67-1D,,Cat Creek,47.03058,-108.01338,PP 619,,02/18/2014,Scaphites hippocrepis (Dekay) (early form),
