Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew
164,4290,USA,WY,Johnson,Cretaceous,"Cody Shale, about 75 feet above D4289",Campanian,NA,,"NE1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as G63 - 54",Baculites sp.,,"J. R. Gill, W. A. Cobban",09/12/1963,,,,44.22006,-106.78567,,,02/18/2014,Baculites sp.,,Cody
165,5451,USA,WY,Carbon,Cretaceous,"Cody Shale, about 75 feet below glauconitic sandstone",Campanian,NA,,"North center SW¼SE¼SE¼ sec. 4, T. 25 N., R. 89 W",Baculites sp.,,M. W. Reynolds,8/15/1966,OF-66-10D,Lamont and Bairoil ,,42.16169,-107.4679,,,02/18/2014,Baculites sp.,,Cody
166,6346,USA,WY,Carbon,Cretaceous,"Cody Shale, about 75 ft above D6345.",Campanian,NA,,"Center of SW¼SE¼ sec. 19, T. 22 N., R. 88 W",Baculites sp. (single juvenile),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85786,-107.37748,,,02/18/2014,Baculites sp. (single juvenile),,Cody
167,4585,USA,WY,Fremont,Cretaceous,"Cody Shale, about 750 ft below top.",Campanian,NA,,"Center SW¼NE¼ sec. 36, T. 28 N., R. 90 W.",Baculites aquilaensis Reeside,,T. E. Pettinga and M. W. Reynolds,9/29/1964,OF-64-10D,Whiskey Peak ,,42.35697,-107.53032,,,02/18/2014,Baculites aquilaensis Reeside,,Cody
168,4289,USA,WY,Johnson,Cretaceous,"Cody Shale, about 78 feet above base of unit 41 of Hose",Campanian,NA,,"NE1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as G63 - 54",Baculites sp.,,J. R. Gill,09/12/1963,,,,44.22006,-106.78567,,,02/18/2014,Baculites sp.,,Cody
169,5166,USA,WY,Carbon,Cretaceous,"Cody Shale, about 800 feet below Cody sandstone of Weimer and Guyton, about 45 feet below lower of two glauconitic sandstone",Campanian,NA,,"Center of NW¼NW¼NW¼ sec. 22 , T. 27 N.,R. 89 W.","Baculites cf. B. aquilaensis Reeside, Haresiceras natronense Reeside",,Reynolds,9/27/1965,OF-65-11D,Muddy Gap,,42.30396,-107.46284,,,02/18/2014,"Baculites cf. B. aquilaensis Reeside, Haresiceras natronense Reeside",,Cody
170,1742,USA,WY,Hot Springs,Cretaceous,"Cody shale, about 875 feet above the Niobrara zone",Campanian,NA,," SE1/4 sec. 35, T. 44 N., R. 93 W.  About 25 feet below well number 2","Crassatella sp., Scaphites sp., Baculites codyensis",,George H. Horn,"July, 1958",,,,43.73495,-107.98149,,,02/18/2014,"Crassatella sp., Scaphites sp., Baculites codyensis",,Cody
171,5163,USA,WY,Carbon,Cretaceous,"Cody Shale, about 950 feet below Cody sandstone of Weimer and Guyton",Campanian,NA,,"Northeast corner SW¼NW¼SE¼ sec. 5 , T. 27 N., R. 89 W.",Baculites sp.,,Reynolds,9/25/1965,OF-65-11D,Muddy Gap,,42.33856,-107.4912,,,02/18/2014,Baculites sp.,,Cody
172,5452,USA,WY,Carbon,Cretaceous,"Cody Shale, about same level as D5450",Campanian,NA,,"SE¼SW¼SE¼SE¼ sec. 4, T. 25 N., R. 89 W.","Baculites aquilaensis Reeside, Scaphites sp., Haresiceras sp.",,M. W. Reynolds,8/15/1966,OF-66-10D,Lamont and Bairoil ,,42.16089,-107.46727,,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites sp., Haresiceras sp.",,Cody
175,13115,USA,WY,Johnson,Cretaceous,"Cody Shale, between level of D13116 and the lowest sampled bentonite ","Campanian, Lower about 81.7 MY",NA,,"Burnett Creek drainage NE1/4 NW1/4 sec. 13, T. 49 N., R. 83 W., Lat 44°13' 20, long 106°47' 40","Inoceramus balticus Boehm, Baculites aquilaensis Reeside, B. haresi Reeside, Scaphites hippocrepis (DeKay) I? ",,"Merewether, Cobban",6/18/1990,SPR-90-4D,Klondike,,44.22222,-106.79444,,,02/18/2014,"Inoceramus balticus Boehm, Baculites aquilaensis Reeside, B. haresi Reeside, Scaphites hippocrepis (DeKay) I? ",,Cody
176,5576,USA,WY,Carbon,Cretaceous,"Cody Shale, float from higher than D4757","Campanian, Middle",NA,,"NW¼NW¼SW¼ sec. 20, T. 23 N., R. 79 W.",Baculites cf. B. mclearni Landes.,,J. R. Gill,09/06/1966,OF-66-8D,,,41.9496,-106.32527,PP 667,,02/18/2014,Baculites cf. B. mclearni Landes.,,Cody
179,6313,USA,WY,Carbon,Cretaceous,"Cody Shale, from 20 ft below 20-foot sandstone in upper part.",Campanian,NA,,"SE¼NW¼ sec. 7, T. 22 N., R. 88 W",Baculites sp.,,James R. Gill,08/08/1967,OF-67-7D,Rawlins Peak,,41.8937,-107.3822,,,02/18/2014,Baculites sp.,,Cody
180,4694,USA,WY,Washakie,Cretaceous,"Cody Shale, from 25-foot glauconitic sandstone bed 1,120 ft below top.",Campanian,NA,,"NE¼NW¼ sec. 26, T. 44 N, R. 94 W.  ","Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Gill & Givens,1964,OF-64-12D,,,43.75822,-108.10899,PP 550 B,,02/18/2014,"Baculites aquilaensis Reeside, Glyptoxoceras novimexicanum (Reeside)",,Cody
181,6351,USA,WY,Carbon,Cretaceous,"Cody Shale, from 320 ft below D6350.",Campanian,NA,,"SE¼ sec. 31, T. 22 N., R. 88 W","Inoceramus sp., Baculites sp,",,James R. Gill,8/14/1967,OF-67-7D,Rawlins Peak ,,41.83085,-107.37503,,,02/18/2014,"Inoceramus sp., Baculites sp,",,Cody
182,6317,USA,WY,Carbon,Cretaceous,"Cody Shale, from 332 ft below lowest ridgle - forming sandstone in Mesaverde.","Campanian, Middle  80.04 MY",NA,,"Center of NE¼ sec. 12, T. 22 N., R. 89 W.",Baculites obtusus Meek.,,James R. Gill,08/07/1967,OF-67-7D,Rawlins Peak,,41.89596,-107.39453,,,02/18/2014,Baculites obtusus Meek.,,Cody
183,13197,USA,MT,Yellowstone,Cretaceous,"Cody Shale, from 6'2 below top of Turner Member ",Campanian,NA,,"South facing slope of ravine just south of Billings along southside of Yellowstone River SW1/4 NW1/4 NE1/4 sec. 31, T. 1 S., R. 26 E.",Baculites yokoyamai ,,Cobban,7/28/1991,0,Yegen 7-1/2' ,,45.70817,-108.56229,,,02/18/2014,Baculites yokoyamai ,,Cody
184,5550,USA,WY,Carbon,Cretaceous,"Cody Shale, from 70 ft below H sandstone",Campanian,NA,,"NW 1/4 sec. 23, T. 22 N., R. 86 W.","Discinid brachiopod (attached to oyster), Ostrea sp., Nucula sp.,",,J. R. Gill,8/20/1966,OF-66-3D,,,41.86726,-107.07525,PP 667,,02/18/2014,"discinid brachiopod (attached to oyster), Ostrea sp., Nucula sp.,",,Cody
185,6316,USA,WY,Carbon,Cretaceous,"Cody Shale, from 85 ft above D6315.","Campanian, Middle  80.04 MY",NA,,"Center of NE¼ sec. 12, T. 22 N., R. 89 W.",Baculites obtusus Meek.,,James R. Gill,08/07/1967,OF-67-7D,Rawlins Peak,,41.89596,-107.39453,,,02/18/2014,Baculites obtusus Meek.,,Cody
186,4633,USA,WY,Park,Cretaceous,"Cody Shale, from a 25-foot soft sadstone and shale unit about 30 feet above G64-19-6.",Campanian,NA,,"NW¼SW¼SE¼ sec. 26, T. 58 N., R. 103 W. Same locality as G64-19-3.","Inoceramus cf. I. Cycloides Wegner, Baculites sp.",,Gill and Cobban,9/21/1964,OF-64-14D,,,44.97414,-109.27089,,,02/18/2014,"Inoceramus cf. I. Cycloides Wegner, Baculites sp.",,Cody
187,8846,USA,WY,Hot Springs,Cretaceous,"Cody Shale, from a 4 - in fine - grained sandstone 62' above base ",Campanian,NA,,"Near top of hill and east of road in the NW1/4 NW1/4 NE1/4 sec. 27, T. 43 N., R. 91 W.",Baculites sp,,W. A. Cobban ,07/10/1973,,Packsaddle Creek ,,43.67381,-107.76424,,,02/18/2014,Baculites sp,,Cody
188,8842,USA,WY,Hot Springs,Cretaceous,"Cody Shale, from a gray limestone concretions 91' above base ",Campanian,NA,,"Near top of hill and east of road NW1/4 NW1/4 NE1/4 sec. 27, T. 43 N., R. 91 W.",Forresteria,,W. A. Cobban ,07/10/1973,,Packsaddle Creek  ,,43.67381,-107.76424,,,02/18/2014,Forresteria,,Cody
189,5556,USA,WY,Carbon,Cretaceous,"Cody Shale, from above G sandstone",Campanian,NA,,"NW¼NW¼NE¼ sec. 7, T. 24 N., R. 86 W.","Ostrea glabra Meek and Hayden, Anomia sp., Brachidontes sp.",,J. R. Gill,8/24/1966,OF-66-3D,,,42.07153,-107.14842,,,02/18/2014,"Ostrea glabra Meek and Hayden, Anomia sp., Brachidontes sp.",,Cody
191,11754,USA,WY,Big Horn,Cretaceous,"Cody Shale, from brown - weathering limestone concretions in lower part ",Campanian,NA,,"About 12 miles by road northeast of Greybull, Wyoming ",Metoicoceras ,,Burkholder and others,05/08/1953,0,,,44.52491,-107.83479,,,02/18/2014,Metoicoceras ,,Cody
192,4726,USA,WY,Natrona,Cretaceous,"Cody shale, from brown ridge forming glauconnitic ferruginous sandstone 1,080 ft below top .",Campanian,NA,,"NW¼NW¼SW¼ sec.14, T. 34 S.., R. 89 W.",Ostrea cf. O. inornata Meek & Hayden.,,W. A. Cobban,9/16/1964,OF-64-15D,,,42.91788,-107.48094,,,02/18/2014,Ostrea cf. O. inornata Meek & Hayden.,,Cody
193,4182,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from concretions 395 feet above top of Niobrara Member","Campanian, Lower about 81.7 MY",NA,,"NW1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",Scaphites hippocrepis,"J. R. Gill, R. Vaughn, Burkholder, Cobban","5/9/63,7/28/62",,,,44.2105,-107.8218,PP 619,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",,Cody
194,9753,USA,WY,Big Horn,Cretaceous ,"Cody Shale, from concretions higher than D9752.",Campanian,NA,,"SE-1/4 SE-1/4 SE-1/4 sec. 2, T. 52 N., R. 93 W.","Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)",Pycnodonte aff. kellumi,E. A. Merewether and W. A. Cobban,5/19/1975,OER-75-36D,Devils Kitchen   ,,44.50276,-107.99111,,,02/18/2014,"Inoceramus aff. I. mesabiensis Berquist, Plicatula sp., Pycnodonte aff. P. kellumi (Jones)",,Cody
195,8849,USA,WY,Big Horn,Cretaceous,"Cody Shale, from dark - brown ferruginous layer 16' above the gravel bed ",Campanian,NA,,"Torchlight dome SW1/4 sec. 19, T. 51 N., R. 92 W.",Plesiacanthoceras sp,Plesiacanthoceras wyomingense,W. A. Cobban ,07/09/1973,OER-73-15D,Manderson ,,43.1395,-104.3509,,,02/18/2014,Plesiacanthoceras sp,,Cody
196,12313,USA,MT,Gallatin,Cretaceous,"Cody Shale, from Eldridge Creek Member ",Campanian,NA,,"NW1/4 NE1/4 sec. 5, T. 4 N., R. 7 E.","Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.",Rhynchostreon suborbiculatum,Merewether,8/30/1983,O&G-83-11D,Sixteen ,,46.13877,-110.88178,,,02/18/2014,"Inoceramus sp., Crassatella wyomingensis (Sidwell), Scaphites sp.",,Cody
197,12320,USA,MT,Gallatin,Cretaceous,"Cody Shale, from Eldridge Creek Member ",Campanian,NA,,"NW1/4 sec. 5, T. 2 N., R. 4 E.","Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ",Rhynchostreon suborbiculatum,Merewether,8/31/1983,O&G-83-11D,Manhattan ,,45.9584,-111.25931,,,02/18/2014,"Membraniporoid bryozoan (on an inoceramid), Pinna dolosoniensis McLearn, Voliceramus sp, Pycnodonte? sp, Crassatella wyomingensis (Sidwell) ",,Cody
198,12321,USA,MT,Gallatin,Cretaceous,"Cody Shale, from Eldridge Creek Member ",Campanian,NA,,"SW1/4 NW1/4 sec. 5, T. 2 N., R. 4 E.",Voliceramus sp.,Rhynchostreon suborbiculatum,Merewether,8/31/1983,O&G-83-11D,Manhattan ,,45.95668,-111.26201,,,02/18/2014,Voliceramus sp.,,Cody
201,4632,USA,WY,Park,Cretaceous,"Cody Shale, from fine-grained and pepper sandstone about 35 feet above G64-19-5.",Campanian,NA,,"NW¼SW¼SE¼ sec. 26, T. 58 N., R. 103 W. Same locality as G64-19-3.",Baculites thomi Reeside.,Baculites thomi,Gill and Cobban,9/21/1964,OF-64-14D,,,44.9731,-109.2687,,,02/18/2014,Baculites thomi Reeside.,,Cody
202,6035,USA,WY,Carbon,Upper Cretaceous,"Cody Shale, from glauconitic sandstone 2,100 ft below the base of the Deep Creek Sandstone (unit 4 of Point of Rocks section0","Campanian, Lower about 81.7 MY",NA,,"NE¼SE¼SE¼ sec. 19, T.22 N., R. 88 W.",Scaphites hippocrepis (Dekay) III,Scaphites hippocrepis,Gill & Bergman,08/12/1967,OF-67-7D,Rawlins Peak ,,41.8592,-107.3719,"PP 619, MF-1548",,02/18/2014,Scaphites hippocrepis (Dekay) III,,Cody
203,4670,USA,WY,Washakie,Cretaceous,"Cody Shale, from glauconitic sandstone 835 ft below top.",Campanian,NA,,"SE¼ sec. 1, T. 44 N, R. 89 W.  ","Inoceramus sp., Cymbophora? sp.,  Baculites sp.",,J. R. Gill,8/22/1964,OF-64-12D,,,43.80817,-107.48182,,,02/18/2014,"Inoceramus sp., Cymbophora? sp.,  Baculites sp.",,Cody
204,4257,USA,WY,Johnson,Cretaceous,"Cody Shale, from gray laminated limestone concretions about 20 feet above thick bed of bentonite; 2,045 feet above Niobrara Member",Campanian,NA,,"SE/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . ",Baculites sp.,,W. A. Cobban,09/06/1963,,,,43.76055,-106.64728,,,02/18/2014,Baculites sp.,,Cody
205,4681,USA,WY,Hot Springs,Upper Cretaceous,"Cody Shale, from gray limestone concretions 1,665 ft below top.","Campanian, Lower about 81.7 MY",NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)",,Gill & Givens,1964,OF-64-12D,,,43.7584,-107.9791,"PP 619, PP 550 B",,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (Early form), Haresiceras MTense (Reeside)",,Cody
206,11917,USA,WY,Park,Cretaceous,"Cody Shale, from gray limestone concretions 22 ft. above base ",Campanian,NA,,"SW1/4 SW1/4 sec. 29, T. 51 N., R. 100 W.","Inoceramus (cremnoceramus) inconstans Woods, Scaphites sp. ",Cremnoceramus deformis-crassus-inconstans,Cobban ,7/13/1982,O&G-82-10D,Oregon Basin ,,44.35983,-108.91099,,,02/18/2014,"Inoceramus (cremnoceramus) inconstans Woods, Scaphites sp. ",,Cody
207,4184,USA,WY,Big Horn,Cretaceous,"Cody Shale, from gray limestone concretions about 5 feet below a ridge - forming sandstone and 620 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,,"SW1/4 SE1/4 SE1/4 sec. 18, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.",,"J. R. Gill, R. Vaughn,Cobban","5/9/63, 7/28/62",,,,44.21272,-107.82618,,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Haresiceras sp.,  Placenticeras sp.",,Cody
208,4180,USA,WY,Big Horn,Cretaceous,"Cody Shale, from gray limestone concretions at base of calcareous part of Niobrara Member",Campanian,NA,,"Near abutment of Bonanza dam, in the NE1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?",,R. Vaughn,7/28/1962,,,,44.2097,-107.81552,,,02/18/2014,"Inoceramus platinus Logan, Pteria sp., Ostrea congesta Conrad, Clioscaphites novimexicanus (Reeside)?",,Cody
209,3801,USA,WY,Washakie,Cretaceous,"Cody Shale, from gray limestone concretions below a glauconitic sandstone","Campanian, Lower about 81.7 MY",NA,,"N1/2 sec. 7, T. 43 N., R. 90 W.","Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)",Scaphites hippocrepis,"G. H. Horn, J. R. Gill, Darcy Closs, W. A. Cobban",7/23/1962,,,,43.7149,-107.70568,,,02/18/2014,"Pteria cf. P. linguaeformis (Evans & Shumard), Baculites sp., Scaphites hippocrepisn (Dekay)",,Cody
210,4718,USA,WY,Natrona,Cretaceous,"Cody Shale, from gray sandy limestone concretions 1,320 ft below top.","Campanian, Lower. about 80.9 MY",NA,,"SE¼SE¼ sec. 16, T. 34 N, R. 88 W.",Baculites sp. (smooth),,J. R. Gill and R. C. Givens,1964,OF-64-15D,,,42.91352,-107.38131,,,02/18/2014,Baculites sp. (smooth),,Cody
211,4254,USA,WY,Johnson,Cretaceous,"Cody Shale, from gray silty limestone concretions; 1,920 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . Same locality as D4253","Inoceramus sp., Baculites sp.",,W. A. Cobban,09/06/1963,,,,43.76052,-106.6525,,,02/18/2014,"Inoceramus sp., Baculites sp.",,Cody
212,9754,USA,WY,Big Horn,Cretaceous ,"Cody Shale, from gray-weathering septarian limestone concretions higher than D9754.",Campanian,NA,,"SE-1/4 SW-1/4 SW-1/4 sec. 1, T. 52 N., R. 93 W.","Inoceramus sp., Baculites yokoyamai Tokunaga and Shimizu",,E. A. Merewether. ,5/19/1975,OER-75-36D,Devils Kitchen   ,,44.50279,-107.98545,,,02/18/2014,"Inoceramus sp., Baculites yokoyamai Tokunaga and Shimizu",,Cody
213,4196,USA,WY,Big Horn,Cretaceous,"Cody Shale, from highest layer of ferruginous concretions, 2,550 feet above base (980 feet above top of Niobrara Member","Campanian, Middle  80.04 MY",NA,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Cymbophora sp., Baculites obtusus Meek, Placenticeras sp.",Baculites obtusus,"G. H. Horn, J. R. Gill, W. A. Cobban",7/22/1962,,,,44.67067,-108.29404,,,02/18/2014,"Cymbophora sp., Baculites obtusus Meek, Placenticeras sp.",,Cody
214,9808,USA,WY,Johnson,Cretaceous,"Cody Shale, From ironstone concretions in lower part.",Campanian,NA,,"SE-1/4SE-1/4 sec. 11, T. 49 N., R. 83 W.",Scaphites cf.S. nigricllensis Cobban,,E.A.Merewether,05/09/1975,OER-75-36Dc,Klondike Ranch ,,44.22675,-106.80368,,,02/18/2014,Scaphites cf.S. nigricllensis Cobban,,Cody
215,6336,USA,WY,Carbon,Cretaceous,"Cody Shale, from limestone concretion 50 ft above D6335.",Campanian,NA,,"NW¼ sec. 5, T. 21 N., R. 88 W.",Baculites aquilaensis Reeside,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak ,,41.82366,-107.36586,,,02/18/2014,Baculites aquilaensis Reeside,,Cody
216,4657,USA,WY,Natrona,Cretaceous,"Cody Shale, from limestone concretions 1,720 ft below top.",Campanian,NA,,"SE¼SE¼ sec. 29, T. 36 N, R. 85 W.","Inoceramus sp., Cymbophora sp.,  Baculites sp.",,Gill & Givens,1964,OF-64-13D,,,43.05713,-107.0489,,,02/18/2014,"Inoceramus sp., Cymbophora sp.,  Baculites sp.",,Cody
217,4656,USA,WY,Natrona,Cretaceous,"Cody Shale, from limestone concretions 1,845 ft below top.",Campanian,NA,,"SE¼NE¼SE¼ sec. 29, T. 36 N, R. 85 W.","Inoceramus sp., Baculites sp., Placenticeras sp.",,Gill & Givens,1964,OF-64-13D,,,43.05958,-107.04769,,,02/18/2014,"Inoceramus sp., Baculites sp., Placenticeras sp.",,Cody
218,4662,USA,WY,Natrona,Cretaceous,"Cody Shale, from limestone concretions 920 ft below top.","Campanian, Middle  80.04 MY",NA,,"SE¼SE¼ sec. 30, T. 36 N, R. 85 W.",Baculites obtusus Meek,,Gill & Givens,1964,OF-64-13D,,,43.05683,-107.06798,,,02/18/2014,Baculites obtusus Meek,,Cody
219,4580,USA,WY,Carbon,Cretaceous,"Cody Shale, from limestone concretions in a bentonitic unit.",Campanian,NA,,"Center NW¼NE¼ sec. 8, T. 26 N., R. 89 W.","Cymbophora sp., Baculites sp., Indoscaphites n. sp.",,C. R. Givens and J. R. Gill,02/09/1964,OF-64-10D,Lamont ,,42.24541,-107.49085,MF-1548,,02/18/2014,"Cymbophora sp., Baculites sp., Indoscaphites n. sp.",,Cody
220,4725,USA,WY,Natrona,Cretaceous,"Cody shale, from low ridge of brown sandy limestone concretions 1,660 ft below top .",Campanian,NA,,"NW¼SE¼SW¼ sec.14, T. 34 S.., R. 89 W.","Perrsonota sp., Inoceramus aff.I.subcompressus Meek & Hayden, Baculites sp., Scaphites? N.sp.",,Gill & Cobban,9/16/1964,OF-64-15D,,,42.91448,-107.47578,,,02/18/2014,"Perrsonota sp., Inoceramus aff.I.subcompressus Meek & Hayden, Baculites sp., Scaphites? N.sp.",,Cody
221,4169,USA,WY,Natrona,Upper Cretaceous,"Cody Shale, from lower blue - gray chalky shale of Niobrara Member",Campanian,NA,," NE1/4 NW1/4 sec. 13, T. 39 N., R. 81 W.","Uintacrinus socialis Grinnell, Inoceramus patootensis de Loriol, Ostrea congesta Conrad",Uintacrinus-Marsupites,"J. R. Gill, R. Vaughn",07/08/1962,,,,43.35337,-106.51871,Bull 2113,,02/18/2014,"Uintacrinus socialis Grinnell, Inoceramus patootensis de Loriol, Ostrea congesta Conrad",,Cody
222,4786,USA,WY,Fremont,Cretaceous,"Cody Shale, from lower part of sandy member.",Campanian,NA,,"Highway 320 in NW¼sec. 6, T. 33N., R. 98W.",Inoceramus Baculities,,Gill,9/23/1964,,Lander SE,,42.86833,-108.62406,,,02/18/2014,Inoceramus Baculities,,Cody
223,5447,USA,WY,Sweetwater,Cretaceous,"Cody Shale, from lower third",Campanian,NA,,"Northeast center SW¼NW¼NE¼ sec. 12, T. 26 N., R. 90 W.",Baculites aquilaensis Reeside?,,M. W. Reynolds,7/18/1966,OF-66-10D,Lamont and Bairoil ,,42.24129,-107.53096,,,02/18/2014,Baculites aquilaensis Reeside?,,Cody
224,4170,USA,WY,Natrona,Cretaceous,"Cody Shale, from lower third of Niobrara Member",Campanian,NA,," SE1/4 SE1/4 sec. 31, T. 40 N., R. 80 W.",Actinocamax n. sp.,,J. R. Gill,07/08/1962,,,,43.38624,-106.49032,Bull 1962,,02/18/2014,Actinocamax n. sp.,,Cody
225,6339,USA,WY,Carbon,Cretaceous,"Cody Shale, from middle of fourth  sandstone ridge in upper part.",Campanian,NA,,"NW¼ sec. 5, T. 21 N., R. 88 W.",Baculites sp.,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak ,,41.82366,-107.36586,,,02/18/2014,Baculites sp.,,Cody
226,4916,USA,WY,Johnson,Cretaceous,"Cody Shale, from middle of ironstone-bearing unit overlying D4243.",Campanian,NA,,"At road fork SW¼NW¼NW¼sec. 26, T. 44N., R. 82W",Haresiceras,,W. A. Cobban,7/21/1965,,Nork Fork section,,43.75705,-106.67361,,,02/18/2014,Haresiceras,,Cody
227,6335,USA,WY,Carbon,Cretaceous,"Cody Shale, from near base of interlaminated shale and sandstone about 500 ft below lowest ridge in upper part.",Campanian,NA,,"NW¼ sec. 5, T. 21 N., R. 88 W.",Baculites sp.,,James R. Gill,08/10/1967,OF-67-7D,Rawlins Peak ,,41.82366,-107.36586,,,02/18/2014,Baculites sp.,,Cody
228,4179,USA,WY,Big Horn,Cretaceous,"Cody Shale, from orange - brown concretions 30 - 50 feet below top",Campanian,NA,,"NE1/4 sec. 3, T. 49 N., R. 92 W.","Inoceramus n. sp., Baculites sp., Placenticeras syrtale (Morton)",,"J. R. Gill, R. Vaughn",7/26/1962,,,,44.25185,-107.88793,,,02/18/2014,"Inoceramus n. sp., Baculites sp., Placenticeras syrtale (Morton)",,Cody
229,4186,USA,WY,Big Horn,Cretaceous,"Cody Shale, from orange - brown sandy limestone concretions 1,340 feet above top of Niobrara Member and 30 feet below base of Parkman Sandstone",Campanian,NA,,"NE1/4 SE1/4 NW1/4 sec. 19, T. 49 N., R. 91 W.","Baculites sp., Placenticeras meeki Boehm",,"J. R. Gill, R. Vaughn",7/28/1962,,,,44.20699,-107.8341,,,02/18/2014,"Baculites sp., Placenticeras meeki Boehm",,Cody
230,4181,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from orange - brown sandy limestone concretions 160 feet above top of Niobrara Member",Campanian,NA,,"NE1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites haresi Reeside, Scaphites aquisgranensis Schluter, Haresiceras montanaense (Reeside)",Scaphites hippocrepis,"J. R. Gill, R. Vaughn",7/28/1962,,,,44.2106,-107.8183,PP 619,,02/18/2014,"Baculites haresi Reeside, Scaphites aquisgranensis Schluter, Haresiceras montanaense (Reeside)",,Cody
231,4675,USA,WY,Washakie,Cretaceous,"Cody Shale, from orange-brown limestone concretions 660 ft below top.","Campanian, Lower. about 80.9 MY",NA,,"NW¼ sec. 35, T. 44 N, R. 90 W.  ","Baculites sp., (dominantly smooth)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.74416,-107.63001,,,02/18/2014,"Baculites sp., (dominantly smooth)",,Cody
232,4661,USA,WY,Natrona,Cretaceous,"Cody Shale, from phosphatic concretions 1,110 ft below top.",Campanian,NA,,"SW¼SW¼ sec. 29, T. 36 N, R. 85 W. Same locality as D4660","Inoceramus n. sp., Baculites sp., Placenticeras sp.",,Gill & Givens,1964,OF-64-13D,,,43.05669,-107.06343,,,02/18/2014,"Inoceramus n. sp., Baculites sp., Placenticeras sp.",,Cody
233,6345,USA,WY,Carbon,Cretaceous,"Cody shale, from reddish ironstone concretions about 50 ft above D6344.","Campanian, Lower about 80.5 MY",NA,,"SE¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp. (weak flank ribs),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85778,-107.3726,"MF-1548, ",,02/18/2014,Baculites sp. (weak flank ribs),,Cody
234,4274,USA,WY,Sheridan,Cretaceous,"Cody Shale, from ridge - forming brown sandstone unit","Campanian, Lower about 81.7 MY",NA,,"South of road SE1/4 sec. 24, T. 57 N., R. 87 W.","Inoceramus cf. I. Patootensis de Loriol, Ostrea sp., Oligoptycha sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter",Scaphites hippocrepis,"Gill, Burkholder, Cobban",09/08/1963,,,,44.8986,-107.30025,,,02/18/2014,"Inoceramus cf. I. Patootensis de Loriol, Ostrea sp., Oligoptycha sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter",,Cody
