Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew
434,3374,USA,WY,Carbon,Cretaceous,From thin limestone 80 feet above the lowest visible sandstone in Steele Shale,"Campanian, Middle  80.04 MY",NA,,"SE1/4 SW1/4 NE1/4 sec. 14, T. 22 N., R. 79 W.",Baculites obtusus Meek,,A. D. Zapp,09/12/1961,"OF-61-3D, 5D",,,41.87955,-106.25429,,,02/18/2014,Baculites obtusus Meek,,Steele
435,2998,USA,WY,,Cretaceous,From third from lowest visible sandstone in Steele Mesaverde transition zone,Campanian,NA,,"Center N1/2 sec. 22, T. 22 N., R. 78 W. MB-O","Nucula sp., Inoceramus sp., Cymella sp., Tellina equilateralis Meek & hayden, Cymbophora sp., Baculites n. sp., Placenticeras aff. P. benning Stephenson",,A. D. Zapp,06/05/1961,"OF-61-3D, 5D",,,41.86783,-106.1603,,,02/18/2014,"Nucula sp., Inoceramus sp., Cymella sp., Tellina equilateralis Meek & hayden, Cymbophora sp., Baculites n. sp., Placenticeras aff. P. benning Stephenson",,Steele
507,3239,USA,WY,Natrona,Cretaceous,Limestone concretions 2 feet above Ardmore Bentonite Bed of Steele Shale.,"Campanian, Middle  80.04 MY",NA,,"NW1/4NW1/4 sec. 3, T. 39 N., R. 79 W.",Baculites obtusus Meek.,,J. G. Gill,8/10/61; 1960,0,Midwest,,43.38256,-106.32832,,,02/18/2014,Baculites obtusus Meek.,,Steele
508,3258,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale 109 feet above Ardmore Bentonite Bed (unit 20 of Gill's section).,"Campanian, Middle  80.04 MY",NA,,"E1/2 sec. 17, T. 40 N., R. 79 W.","Inoceramus sp., Pteria sp., Anisomyon sp., Baculites obtusus Meek.",Baculites obtusus,W. A. Cobban,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,"Inoceramus sp., Pteria sp., Anisomyon sp., Baculites obtusus Meek.",,Steele
509,3255,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale 67 feet above Ardmore Bentonite Bed (5 feet above base of unit 14 of Gill's section).,"Campanian, Middle  80.04 MY",NA,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites obtusus Meek.,,J. G. Gill,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites obtusus Meek.,,Steele
510,3257,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale 93 feet above Ardmore Bentonite Bed (unit 16 of Gill's section).,"Campanian, Middle  80.04 MY",NA,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites obtusus Meek.,,J. G. Gill,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites obtusus Meek.,,Steele
511,3254,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale about 11.5 feet above Ardmore Bentonite Bed (10 feet above base of unit 9 of Gill's section).,"Campanian, Middle  80.04 MY",NA,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites obtusus Meek.,,W. A. Cobban,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites obtusus Meek.,,Steele
512,3256,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale about 80 feet above Ardmore Bentonite Bed.,"Campanian, Middle  80.04 MY",NA,,"Highway cut in E1/2 sec. 17, T. 40., R. 79 w.","Inoceramus sp., Lucina sp., Miltha? Sp., Baculites obtusus Meek.",,W. A. Cobban,9/17/1960,0,Midwest,,43.43664,-106.35248,,,02/18/2014,"Inoceramus sp., Lucina sp., Miltha? Sp., Baculites obtusus Meek.",,Steele
527,6297,USA,WY,Carbon,Cretaceous,Lower part of Steele Shale.,Campanian,NA,,"NE¼NE¼ sec. 33, T.21 N., R. 85 W","Inoceramus sp., Hoploscaphites sp.",,Gill & Bergman,08/02/1967,OF-67-7D,Walcott,,41.75276,-106.98632,,,02/18/2014,"Inoceramus sp., Hoploscaphites sp.",,Steele
749,3253,USA,WY,Natrona,Cretaceous,One-inch layer of sandstone in Steele Shale 2.5 feet above Ardmore Bentonite Bed (1 foot above base of unit 9 of Gill's section).,"Campanian, Middle  80.04 MY",NA,,"E1/2 sec. 17, T. 40 N., R. 79 W.","Cymbophora cf. C. holmesi (Meek), Baculites obtusus Meek",,"J. G. Gill, L. G. Schultz and W. A. Cobban.",9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,"Cymbophora cf. C. holmesi (Meek), Baculites obtusus Meek",,Steele
899,3048,USA,WY,Carbon,Cretaceous,Same horizon as loc. 3. From limestone concretionary zone 702 feet below top of Steele shale.,"Campanian, Middle  80.04 MY",NA,,"NW1/4 sec. 34, T. 19 N., R. 86 W.","Ostrea sp., Baculites obtusus Meek Inoceramus sp., Pteria sp., Baculites aff. B. aquilaensis Reeside, Placenticeras cf. P. meeki Boehm",,J.H. Smith,1961,0,,,41.58049,-107.06998,PP 667,,02/18/2014,"Ostrea sp., Baculites obtusus Meek Inoceramus sp., Pteria sp., Baculites aff. B. aquilaensis Reeside, Placenticeras cf. P. meeki Boehm",,Steele
906,3242,USA,WY,Natrona,Cretaceous,Sandy calcareous concretions in Steele Shale above Ardmore Bentonite Bed.,"Campanian, Middle  80.04 MY",NA,,"SE1/4SE1/4 sec. 7, T. 39 N., R. 79 W.","Inoceramus sp., Baculites obtusus Meek.",,J. G. Gill,8/10/61; 1960,0,Big Gulch,,43.3571,-106.37256,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek.",,Steele
950,3366,USA,WY,Carbon,Cretaceous,"Steele - Mesaverde transition, 25 feet above RW - 31",Campanian,NA,,"SW1/4 SW1/4 NW1/4 sec. 34, T. 20 N., R. 78 W.Same locality as D3365","Baculites sp., Placenticeras sp.",,Veatch,09/06/1961,"OF-61-3D, 5D",,,41.5822,-110.66696,,,02/18/2014,"Baculites sp., Placenticeras sp.",,Steele
951,485,USA,WY,Natrona,Cretaceous,Steele shale,Campanian,NA,,"Just north of U. S. Highway 20, miles west of Powder River","Baculites haresi, Scaphites hippoceras",,W. A. Cobban,7/13/1955,0,,,43.03603,-107.02129,,,02/18/2014,"Baculites haresi, Scaphites hippoceras",,Steele
952,8413,USA,WY ,Carbon,Cretaceous,Steele Shale ,"Campanian, Middle  80.04 MY",NA,,"NW1/4 SW1/4  sec. 1, T. 17 N., R. 90 W.  ",Baculites obtusus Meek (early form),,"C. S. V. Barclay, G. P. Eager ",1972,OF-72-3D,Ketchum Buttes  ,,41.47518,-107.48718,,,02/18/2014,Baculites obtusus Meek (early form),,Steele
953,8909,USA,WY,Carbon,Cretaceous,Steele Shale ,"Campanian, Lower. about 80.9 MY",NA,,"NE1/4 SE1/4 NW1/4 sec. 8, T. 19 N., R. 79 W.","Cymbophora sp., Baculites sp. (smooth)",,E. A. Merewether ,09/04/1973,OER-73-15D,TL Ranch   ,,41.63563,-106.30043,,,02/18/2014,"Cymbophora sp., Baculites sp. (smooth)",,Steele
955,3349,USA,WY,Carbon,Cretaceous,Steele Shale 200 feet below lowest sandstone of Steele - Mesaverde transition,"Campanian, Middle  80.04 MY",NA,," NE1/4 SE1/4 SW1/4 sec. 12, T. 19 N., R. 87 W.","Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",Baculites obtusus,A. D. Zapp,8/28/1961,"OF-61-3D, 5D",,,41.63011,-107.14325,,,02/18/2014,"Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",,Steele
956,3316,USA,WY,Carbon,Cretaceous,"Steele Shale, 1,335 feet above CS - 8","Campanian, Lower. about 80.9 MY",NA,,"SW1/4 SW1/4 NE1/4  sec. 36, T. 25 N., R. 84 W.",Baculites sp.(smooth specie)s,,A. D. Zapp,09/07/1961,"OF-61-3D, 5D",Seminoe Dam SE ,,42.09371,-106.8322,PP 667,,02/18/2014,Baculites smooth species,,Steele
957,3375,USA,WY,Carbon,Cretaceous,"Steele Shale, 75 - 85 feet above RW - 40","Campanian, Middle  80.04 MY",NA,,"N1/2 SW1/4 NE1/4 sec. 14, T. 22 N., R. 79 W.","Inoceramus sp., Baculites obtusus Meek",,A. D. Zapp,09/12/1961,"OF-61-3D, 5D",,,41.88107,-106.25565,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek",,Steele
959,3354,USA,WY,Carbon,Cretaceous,"Steele Shale, about 400 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition","Campanian, Middle  80.04 MY",NA,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W. Same locality as D3351 ","Inoceramus sp., Lucina cf. I. Ventricosa Meek & Hayden, Baculites obtusus Meek",Baculites obtusus,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,"Inoceramus sp., Lucina cf. I. Ventricosa Meek & Hayden, Baculites obtusus Meek",,Steele
960,3353,USA,WY,Carbon,Cretaceous,"Steele Shale, about 415 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition","Campanian, Middle  80.04 MY",NA,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W. Same locality as D3351 ",Baculites obtusus Meek,Baculites obtusus,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,Baculites obtusus Meek,,Steele
961,3352,USA,WY,Carbon,Cretaceous,"Steele Shale, about 455 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition","Campanian, Middle  80.04 MY",NA,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W.Same locality as D3351 ","Inoceramus sp., Miltha? Sp., Lucina sp., Baculites obtusus Meek",Prionocyclus hyatti,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,"Inoceramus sp., Miltha? Sp., Lucina sp., Baculites obtusus Meek",,Steele
962,3351,USA,WY,Carbon,Cretaceous,"Steele Shale, about 475 feet below lowest ledge - forming sandstone in Steele - Mesaverde transition",Campanian,NA,," E1/2 SE1/4 NE1/4 sec. 35, T. 19 N., R. 86 W.","Inoceramus sp., Baculites sp.",,A. D. Zapp,8/18/1961,"OF-61-3D, 5D",,,41.57859,-107.03768,,,02/18/2014,"Inoceramus sp., Baculites sp.",,Steele
963,8414,USA,WY ,Carbon,Cretaceous,"Steele Shale, Espy Member","Campanian, Middle  80.04 MY",NA,,"NW1/4 SE1/4  sec. 2, T. 17 N., R. 90 W.  ",Baculites sp. (obtusus type),,"C. S. V. Barclay, G. P. Eager ",1972,OF-72-3D,Ketchum Buttes  ,,41.47534,-107.49652,,,02/18/2014,Baculites sp. (obtusus type),,Steele
965,13226,USA,WY,Natrona,Jurassic,"Steele Shale, from ~ 50' of alkalied shale with ironstone concretions below a 2 - ft - thick bentonite bed ","Campanian, Lower. about 80.9 MY",NA,,"NW1/4 NW1/4 sec. 8, T. 39 N., R. 78 W.",Baculites sp (smooth),Posidonia goodrichensis,"E. A. Merewether, W. A. Cobban ",9/24/1991,0,Gillam Draw West ,,43.36915,-106.25037,,,02/18/2014,Baculites sp (smooth),,Steele
966,6378,USA,WY,Carbon,Cretaceous,"Steele Shale, From 1,280 ft below the Allen Ridge Formation .","Campanian, Lower about 80.5 MY",NA,,"NE¼NW¼SE¼ sec.26 , T. 15N . , R. 89 W ","Inoceramus sp . , Pteria sp . , Baculites sp . (weak flank ribs )",,James R . Gill,8/27/1967,OF-67-7D,Tullis,,41.24234,-107.36936,MF-1548,,02/18/2014,"Inoceramus sp . , Pteria sp . , Baculites sp . (weak flank ribs )",,Steele
967,4238,USA,WY,Carbon,Cretaceous,"Steele Shale, from 8 - foot bed of bentonite ","Campanian, Middle  80.04 MY",NA,,"One mile southwest of Allen Lake, in the NW1/4 sec. 10, T. 22 N., R. 79 W. Same locality as D4235","Inoceramus sp., Pteria sp., Baculites obtusus Meek",,J. R. Gill,09/04/1963,,,,41.89664,-106.28328,,,02/18/2014,"Inoceramus sp., Pteria sp., Baculites obtusus Meek",,Steele
968,5528,USA,WY,Carbon,Cretaceous,"Steele Shale, from about middle in thin slabby ironcemented sandstone","Campanian, Middle  80.04 MY",NA,,"SW¼NW¼SW¼ sec. 1, T. 21 N., R. 78 W.","Inoceramus sp., Baculites obtusus Meek (early form)",,"J. R. Gill , R. Fleisher",8/13/1966,OF-66-3D,,,41.81766,-106.12974,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek (early form)",,Steele
970,4236,USA,WY,Carbon,Cretaceous,"Steele Shale, from ridge - forming glauconitic sandstone.","Campanian, Middle  80.04 MY",NA,,"One mile southwest of Allen Lake, NW1/4 sec. 10, T. 22 N., R. 79 W. Same locality as D4235","Inoceramus sp., Ostrea sp., Baculites obtusus Meek",,"J. R. Gill, R. E. Eurkholder, W. A. Cobban",09/04/1963,,,,41.89664,-106.28328,,,02/18/2014,"Inoceramus sp., Ostrea sp., Baculites obtusus Meek",,Steele
971,8908,USA,WY,Carbon,Cretaceous,"Steele Shale, from very fine grained calcareous sandstone ","Campanian, Middle  80.04 MY",NA,,"Near center NE1/4 NW1/4 sec. 8, T. 19 N., R. 79 W.","Pteria sp., Baculites cf. B. obtusus Meek (early form)",Cremnoceramus deformis-crassus-inconstans,E. A. Merewether ,7/22/1973,OER-73-15D,TL Ranch   ,,41.63846,-106.30151,,,02/18/2014,"Pteria sp., Baculites cf. B. obtusus Meek (early form)",,Steele
972,4237,USA,WY,Carbon,Cretaceous,"Steele Shale, just below 8 - foot bentonite bed","Campanian, Middle  80.04 MY",NA,,"One mile southwest of Allen Lake, in the NW1/4 sec. 10, T. 22 N., R. 79 W. Same locality as D4235","Inoceramus sp., Pteria sp., Baculites obtusus Meek",,"J. R. Gill, R. E. Eurkholder",09/04/1963,,,,41.89664,-106.28328,,,02/18/2014,"Inoceramus sp., Pteria sp., Baculites obtusus Meek",,Steele
973,3320,USA,WY,Carbon,Cretaceous,"Steele shale, O'Brian Sandstone Mbr. From sandstone 2,560 feet above CS -8","Campanian, Middle  80.04 MY",NA,,"S1/2 NW1/4 SE1/4  sec. 36, T. 25 N., R. 84 W.","Inoceramus sp., Baculites aff. B. obtusus Meek",,A. D. Zapp,09/08/1961,"OF-61-3D, 5D",Seminoe Dam SE ,,42.09013,-106.83342,PP 667,,02/18/2014,"Inoceramus sp., Baculites aff. B. obtusus Meek",,Steele
974,3321,USA,WY,Carbon,Cretaceous,"Steele Shale, O'Brian Sandstone Mbr.From sandstone 2,630 feet above CS - 8","Campanian, Middle  80.04 MY",NA,,"S1/2 NW1/4 SE1/4  sec. 36, T. 25 N., R. 84 W.",Baculites obtusus Meek,Baculites obtusus,A. D. Zapp,09/08/1961,"OF-61-3D, 5D",Seminoe Dam SE ,,42.09013,-106.83342,PP 667,,02/18/2014,Baculites obtusus Meek,,Steele
975,3350,USA,WY,Carbon,Cretaceous,"Steele Shale, same level as RW - 12","Campanian, Middle  80.04 MY",NA,," NE1/4 NW1/4 sec. 13, T. 19 N., R. 87 W.","Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",Baculites obtusus,A. D. Zapp,8/28/1961,"OF-61-3D, 5D",,,41.62559,-107.1443,,,02/18/2014,"Inoceramus cf. I. Baculites Boehm, Cymbophora holmesi (Meek), Baculites obtusus Meek",,Steele
976,5525,USA,WY,Carbon,Cretaceous,"Steele Shale, top sandstone above bentonite; about 2,200 ft above Niobrara","Campanian, Middle  80.04 MY",NA,,"SW¼SW¼ sec. 12, T. 21 N., R. 78 W.",Baculites obtusus Meek,,J. R. Gill,8/15/1966,OF-66-3D,,,41.80096,-106.1291,,,02/18/2014,Baculites obtusus Meek,,Steele
977,4337,USA,WY,Albany,Cretaceous,Steele Shale.,"Campanian, Middle  80.04 MY",NA,,"SW¼NW¼SE¼ sec. 19, T. 20 N., R. 73 W.",Baculites cf. B. obtusus Meek & Hayden,,H. McAndrews,1963,,,,41.69088,-105.62573,,,02/18/2014,Baculites cf. B. obtusus Meek & Hayden,,Steele
978,4338,USA,WY,Albany,Cretaceous,Steele Shale.,"Campanian, Middle  80.04 MY",NA,,"Center of SW¼ sec. 12, T. 20 N., R. 74 W",Baculites cf. B. obtusus Meek & Hayden,,H. McAndrews,1963,,,,41.71852,-105.65191,,,02/18/2014,Baculites cf. B. obtusus Meek & Hayden,,Steele
979,4474,USA,WY,Natrona,Upper Cretaceous,Steele Shale.,"Campanian, Lower about 81.7 MY",NA,,"About 2 miles west of Powder River, in a ravine ¼-mile north of U. S. Highway 20-26, approximately in SW¼ sec. 34, T. 36 N., R. 85 W.",Scaphites hippocrepis.,,W. A. Cobban,7/26/1964,,,,43.04257,-107.02153,PP 619,,02/18/2014,Scaphites hippocrepis.,,Steele
980,5554,USA,WY,Carbon,Upper Cretaceous,"Steele Shale. Cody Shale, 603 ft below A sandstone","Campanian, Lower about 81.7 MY",NA,,"NW¼NW¼SW¼ sec. 7, T. 22 N., R. 86 W.","Anisomyon sp., Baculites sp., Scaphites hippocrepis (Dekay) (late form), Haresiceras natronense Reeside",Scaphites hippocrepis,Gill and Fleisher,8/24/1966,OF-66-3D,,,41.8911,-107.1565,"PP 619, PP 667",,02/18/2014,"Anisomyon sp., Baculites sp., Scaphites hippocrepis (Dekay) (late form), Haresiceras natronense Reeside",,Steele
981,5547,USA,WY,Carbon,Cretaceous,"Steele Shale. Cody Shale, about 20 ft below A sandstone","Campanian, Lower. about 80.9 MY",NA,,"NW¼NE¼SW¼ sec. 7, T. 22 N., R. 86 W.",Baculites sp. (smooth),,Gill and Fleisher,8/21/1966,OF-66-3D,,,41.89095,-107.15183,PP 667,,02/18/2014,Baculites sp. (smooth),,Steele
10,5306,USA,UT,Kane,Cretaceous,About 130-135' above white sandstone bed in middle member of straight Cliffs formation,Campanian,NA,,"Center of SE¼, 9-40-5,",Cardium,,Fred Peterson,7/3/64; 9/29/65,,Straight Cliffs # 2 ,,37.34452,-111.36626,,,02/18/2014,Cardium,,Straight Cliffs
15,5305,USA,UT,Kane,Cretaceous,About 65' above white sandstone bed in middle member of straight Cliffs formation,Campanian,NA,,"SE¼SE¼, 9-40-5",Inoceramus grandis,,Fred Peterson,9/29/1965,,Straight Cliffs # 2,,37.34236,-111.36382,,,02/18/2014,Inoceramus grandis,,Straight Cliffs
41,5303,USA,UT,Kane,Cretaceous,"At head of Rock Creek.  Found in float at base of section, probably from lower sandstone member of straight Cliffs Formation",Campanian,NA,,"NW¼SE¼SW¼, 32-40-7",Inoceramus,,Fred Peterson,09/01/1964,,Straight Cliffs # 2 ,,37.28611,-111.17484,,,02/18/2014,Inoceramus,,Straight Cliffs
412,5301,USA,UT,Kane,Cretaceous,"From middle member of straight Cliffs Fm., 508' above base of member",Campanian,NA,,"NW¼NW¼NW¼, 17-41-5",Crassostrea,,Fred Peterson,11/03/1964,,Straight Cliffs # 2 ,,37.25073,-111.3982,,,02/18/2014,Crassostrea,,Straight Cliffs
904,13859,USA,UT,Garfield,Cretaceous ,"Sandstone float from ""Blue Gate"" tongue in Straight Cliffs Formation ",Campanian,NA,,"NE1/4 NW1/4 sec. 16, T. 35 S., R. 2 E. Main Canyon, near locality D13857, but higher in section ",Phlycticrioceras trinodosum,Phlyctierioceras trinodosum,T.S. Dyman ,6/15/1998,0,Wide Hollow   ,,37.766,-111.683,,,02/18/2014,Phlycticrioceras trinodosum,,Straight Cliffs
982,13867,USA,UT,Garfield,Cretaceous ,"Straight Cliffs Formation, float from ""Blue Gate"" tongue ",Campanian,NA,,"Alvey Wash near C N1/2 sec. 36, T. 35 S., R. 2 E.",Baculites codyensis ,,Stonnie L. Pollock and W. A. Cobban ,6/17/1998,0,Canaan Creek   ,,37.72,-111.6285,,,02/18/2014,Baculites codyensis ,,Straight Cliffs
477,7118,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From about 50 ft above the Tapers Ranch Sandstone Mbr.,Campanian,NA,,"NE1/4 NW1/4  sec. 31, T. 23 N., R. 86 W.",Baculites sp.,,E. A. Merewether,8/31/1969,OF-69-13D,Rawlins NW  ,,41.92705,-107.15092,,,02/18/2014,Baculites sp.,,Tapers Ranch
478,7119,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From about 80 ft above the Tapers Ranch Sandstone Mbr.,Campanian,NA,,"NE1/4 NW1/4  sec. 31, T. 23 N., R. 86 W.",Baculites sp.,,E. A. Merewether,8/31/1969,OF-69-13D,Rawlins NW  ,,41.92705,-107.15092,,,02/18/2014,Baculites sp.,,Tapers Ranch
31,2936,USA,MT,Cascade,Cretaceous,Apparently in Telegraph Creek formation.,Campanian,NA,-111.73892,"Approximate C SW1/4NE1/4 sec. 9, T. 17 N., R. 1 W.",Inoceramus lesginensis Dobrov and Pavlova,,K. S. Soward,10/13/1960,0,,Rocky Reef,47.24218,-111.73892,,,02/18/2014,Inoceramus lesginensis Dobrov and Pavlova,,Telegraph Creek
386,4280,USA,MT,Yellowstone,Upper Cretaceous,"From gray silty limestone concretion in ridge - forming sandy unit, 43 feet above base of Telegraph Creek Formation",Campanian,NA,,"East side of gully W1/2 SW1/4 sec. 5, T. 2 S., R. 29 E. .","Inoceramus cf. I. patootensis de Loriol, Pteria sp., Ostrea sp.,  Baculites haresi Reeside, Haresiceras mancosense",Desmoscaphites bassleri,"Gill, Burkholder, Cobban",09/11/1963,,,,45.6815,-108.1693,PP 619,,02/18/2014,"Inoceramus cf. I. Patootensis de Loriol, Pteria sp., Ostrea sp.,  Baculites haresi Reeside, Haresiceras mancosense",,Telegraph Creek
528,2286,USA,MT,Blaine,Cretaceous,Lower part of Telegraph Creek formation,Campanian,NA,,"1.1 miles southeast of Pasma-Cole Ranch, 0.2 mile north of southwest E24in NW1/4 NW1/4 SE1/4 sec. 7, T. 26 N., R. 21 E","Cardium n.sp., Pterocerella sp., baculites codyensis Reeside",,"B. Carter Hearn, Jr.",1959,,Rattlesnake ,,48.02179,-109.06996,,,02/18/2014,"Cardium n.sp., Pterocerella sp., baculites codyensis Reeside",,Telegraph Creek
529,3803,USA,MT,Teton,Cretaceous,Lower part of Telegraph Creek Formation,Campanian,NA,,"Station 211 on east bank of North Fork of Sun River half a mile north of mouth of Circle Creek, ","Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",Desmoscaphites bassleri,"D. L. Snow, M. R. Mudge & family",8/17/1962,NR-62-10D,Glenn Creek,,47.6897,-112.9059,,,02/18/2014,"Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",,Telegraph Creek
986,13569,USA,MT,Broadwater,Cretaceous,Telegraph Creek Fm,Campanian,NA,,"SE1/4NW1/4 sec. 21, T. 6 N., R. 1 W.",Clioscaphites cf novimexicanus,,Tysdal,1944,0,Giant Hill  ,,46.26162,-111.73676,,,02/18/2014,Clioscaphites cf novimexicanus,,Telegraph Creek
988,4912,USA,MT,Petroleum,Cretaceous,Telegraph Creek Fm. From gray limestone concretions.,Campanian,NA,,"Bank of McDonald Creek 1 mile east of Winnett, near center of east line of sec. 6, T. 14N., R. 27E.",Desmoscaphites,Desmoscaphites bassleri,W. A. Cobban,7/31/1965,,Winnett section,,47.004366,-108.337408,,,02/18/2014,Desmoscaphites,,Telegraph Creek
989,4913,USA,MT,Petroleum,Cretaceous,Telegraph Creek Fm. From ironstone about 15' above D4912.,Campanian,NA,,"Bank of McDonald Creek 1 mile east of Winnett, near center of east line of sec. 6, T. 14N., R. 27E.","Baculites, crustacean ",,W. A. Cobban,7/31/1965,,Winnett section,,47.003875,-108.337453,,,02/18/2014,"Baculites, crustacean ",,Telegraph Creek
990,696,USA,MT,Toole,Cretaceous,"Telegraph Creek foramation ,148.5 feet above .",Campanian,NA,,"In the S1/2SW1/4NW1/.4 sec .31,T.32 N.,R.3 W., Same locality as D691.",Haresiceras sp. ,Haresiceras,W.L.Rohrer,1955,,Cactus Flat,,48.49,-112.052,PP 454-I,,02/18/2014,Haresiceras sp. ,,Telegraph Creek
991,2675,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,NA,,"About 3,500 feet west of U.S.Hwy. 287 and 4,050 feet N67W from jct. of U.S. Hwy. 287 and gravel road t°Craig. SE1/4 SE1/4 sec. 26, T. 15 N., R. 4 W",Baculites codyensis Reeside,,Robert. G. Schmidt,07/01/1960,0,Wolf Creek ,Wolf Creek,47.0224,-112.0636,,,02/18/2014,Baculites codyensis Reeside,,Telegraph Creek
992,2676,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,NA,,"About 3,500 feet west of U.S.Hwy. 287 and 4,300 feet N64W from jct. of U.S. Hwy. 287 and gravel road t°Craig. SE1/4 SE1/4 sec. 26, T. 15 N., R. 4 W","Baculites codyensis Reeside, Scaphites fragments",,Robert. G. Schmidt,07/01/1960,0,Wolf Creek,Wolf Creek,47.0234,-112.0643,,,02/18/2014,"Baculites codyensis Reeside, Scaphites fragments",,Telegraph Creek
993,2681,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek formation,Campanian,NA,,"Road cut along U.S.Hwy. 287 in SW1/4 NW1/4 sec. 36, T. 16 N., R. 4 W.",Baculites codyensis Reeside,,Robert. G. Schmidt,09/01/1960,0,Wolf Creek,Wolf Creek,47.1003,-112.0585,,,02/18/2014,Baculites codyensis Reeside,,Telegraph Creek
994,3840,USA,MT,Lewis and Clark,Cretaceous,Telegraph Creek Formation,Campanian,NA,,"About 400 feet west of MT State Hwy. 287 in NW1/4 NW1/4 sec. 3, T. 16 N., R. 4 W.. ","Pteria (Oxytoma) sp., Lucina sp.",,R. G. Schmidt & P. Zubovic,08/01/1962,,,,47.17525,-112.1024,,,02/18/2014,"Pteria (Oxytoma) sp., Lucina sp.",,Telegraph Creek
995,11951,USA,WY,Hot Springs,Cretaceous,Telegraph Creek Formation ,Campanian,NA,,"NW1/4 NW1/4 NE1/4 sec. 11, T. 7 S., R. 3 E., ","Tellina? sp., ",,R. G. Tysdal,1982,CMR-82-9D,Cameron ,,45.24501,-111.32065,,,02/18/2014,"Tellina? sp., ",,Telegraph Creek
996,11954,USA,WY,Hot Springs,Cretaceous,Telegraph Creek Formation ,Campanian,NA,,"Headwaters of Mill Creek 1/2 mile west of west edge of Cedar Lake in SW1/4 sec. 7, T. 7 S., R. 2 E.,",Inoceramus subquadratus Schlueter ,,R. G. Tysdal,1982,CMR-82-9D,Cameron ,,45.23547,-111.53529,,,02/18/2014,Inoceramus subquadratus Schlueter ,,Telegraph Creek
997,666,USA,MT,Toole,Cretaceous,"Telegraph Creek formation ,105 feet above base. ",Campanian,NA,NEBRASCENSIS,"P.T.Sta.26 ,in the NE1/4NE1/4sec.28,T.29N.,R.4W.","Inoceramus lobatus  Ostrea congesta,  Desmoscaphites sp.",Desmoscaphites bassleri,B.R.Alto,1955,,,Cactus Flat,48.4889,-112.0537,PP 450 D,,02/18/2014,Inoceramus lobatus  Ostrea congesta  Desmoscaphites sp.,,Telegraph Creek
998,665,USA,MT,Toole,Cretaceous,"Telegraph Creek formation ,70 feet above base. ",Campanian,NA,,"P.T.Sta.14 ,in the NE1/4NE1/4sec.28,T.29N.,R.4W.",Inoceramus sp. Ostrea sp . Baculites cf .B.minerensis,,B.R.Alto,05/08/1905,,,Cactus Flat,48.4938,-112.041,,,02/18/2014,Inoceramus sp. Ostrea sp . Baculites cf .B.minerensis,,Telegraph Creek
